cluster_uid,target,sources,n_source,silhouette_score,sil_gene_scores,sil_score_optimal,note,cluster_note,shortest_PPI_path_score_hippie,shortest_PPI_path_score_stringdb,shortest_PPI_path_score_biogrid,shared_PPI_partners_score_hippie,shared_PPI_partners_score_stringdb,shared_PPI_partners_score_biogrid,goa_similarity_lin,goa_similarity_resnik,goa_similarity_jc,grn_collectri_precision,grn_collectri_recall,grn_collectri_jaccard
af51b6e967c9,MT-CO2,ZNF207;GAR1;LRRFIP1,3,0.06796,0.10080;0.08217;0.02090,False,c1,hc-inco-t-0.898-nc-47,0.5,0.38889,0.5,7.56922,1.17363,12.26939,0.28387,0.7708,0.27601,0.0,0.0,0.0
9708426f1149,MT-CO2,RAB18;MTHFD1,2,0.05622,0.09634;0.01610,False,c1,hc-inco-t-0.898-nc-47,0.5,0.5,0.5,16.95227,0.36084,28.70898,0.42605,1.35194,0.3174,0.0,0.0,0.0
7699c4b3c886,MT-CO2,PSMC2;VPS72,2,0.07884,0.08894;0.06874,False,c1,hc-inco-t-0.898-nc-47,0.5,0.5,0.5,2.52477,0.19345,5.09817,0.3293,1.07607,0.28405,0.0,0.0,0.0
cd7c9d3cc662,MT-CO2,ZNF410;CANX;KDM5A;RNF114;RBM8A;CREM;HNRNPC,7,0.15162,0.23515;0.19956;0.18010;0.15529;0.10184;0.10032;0.08905,True,c1,hc-inco-t-0.898-nc-47,0.50794,0.47619,0.48413,10.91228,12.90195,9.23196,0.35992,1.00094,0.34721,0.0,0.0,0.0
e03f7d8dd9ae,MT-CO3,TMEM33;RBM17;TRIM28,3,0.03193,0.08290;0.02814;-0.01524,False,c1,hc-inco-t-0.9012-nc-49,0.5,0.38889,0.5,34.29773,2.92589,32.00225,0.25283,0.7164,0.26409,0.0,0.0,0.0
d12904765f03,MT-CO3,THAP12;TIMM8A;ZNF131;GMEB1,4,0.10267,0.19933;0.14093;0.13097;-0.06055,False,c1,hc-inco-t-0.9012-nc-49,0.38889,0.36111,0.41667,0.16989,0.26414,1.10379,0.44821,0.99651,0.45228,0.0,0.0,0.0
791fb0c0cc95,MT-CO3,ZNF787;EEF1D,2,0.25601,0.25738;0.25464,True,c1,hc-inco-t-0.9012-nc-49,0.5,0.33333,0.5,5.12437,0.0,12.48822,0.34178,0.8228,0.36376,0.0,0.0,0.0
265815d9dd7c,MT-CO3,CTCF;TAF1A;DPF2;ARID3A;SETDB1;DAZAP1;TRMT1,7,0.00041,0.04954;0.03806;0.03133;-0.00137;-0.01333;-0.04046;-0.06089,False,c1,hc-inco-t-0.9012-nc-49,0.49206,0.5,0.5,16.49575,11.13228,9.44201,0.43581,1.15273,0.41051,0.0,0.0,0.0
03397f61f5e0,MT-CO3,ZNF420;YY1;NFXL1;DR1;CANX,5,0.00894,0.09586;0.05909;0.01415;0.01321;-0.13762,False,c1,hc-inco-t-0.9012-nc-49,0.53333,0.45,0.53333,9.7043,2.68465,8.65713,0.40545,1.05063,0.39447,0.0,0.0,0.0
7a8bbb6df092,MT-CO3,E2F5;KDM4C;NFX1;GABPB1;SSRP1;CERS6,6,0.0154,0.07650;0.06033;0.01982;-0.00319;-0.00898;-0.05210,False,c1,hc-inco-t-0.9012-nc-49,0.46667,0.4,0.44444,2.86607,3.6024,3.78464,0.40302,1.04718,0.38158,0.0,0.0,0.0
674213d34650,MT-CO3,SP3;ZNF470,2,0.0592,0.07631;0.04208,False,c1,hc-inco-t-0.9012-nc-49,0.33333,0.33333,0.33333,0.0,0.0,0.0,0.80388,2.1629,0.72536,0.0,0.0,0.0
b646649f96ee,MT-CO3,ZNF570;ZNF511,2,0.05856,0.08419;0.03294,False,c1,hc-inco-t-0.9012-nc-49,0.33333,0.33333,0.33333,0.0,0.0,0.0,0.93372,2.11394,0.90178,0.0,0.0,0.0
90f1507c5be3,MT-CO3,PHF20;HSF1,2,0.15677,0.18000;0.13354,False,c1,hc-inco-t-0.9012-nc-49,0.5,0.5,0.5,0.34838,7.75911,1.30027,0.39041,1.14874,0.33939,0.0,0.0,0.0
a0db0cbbaeed,MT-CO3,HNRNPC;DRAP1;RCOR1;RAD21,4,0.04122,0.07314;0.03513;0.03042;0.02619,False,c1,hc-inco-t-0.9012-nc-49,0.5,0.5,0.5,12.61501,15.2804,17.68313,0.4193,1.48863,0.31775,0.0,0.0,0.0
8f161e4ed1ea,MT-CO3,ASCC1;CEBPZ,2,0.00646,0.03558;-0.02265,False,c1,hc-inco-t-0.9012-nc-49,0.5,0.5,0.5,5.4175,0.47692,8.87597,0.6167,1.43798,0.55142,0.0,0.0,0.0
c15a3ea48936,MT-CO3,XBP1;ZXDB,2,0.1115,0.15945;0.06354,False,c1,hc-inco-t-0.9012-nc-49,0.33333,0.33333,0.33333,0.0,0.0,0.0,0.25096,0.8202,0.21995,0.0,0.0,0.0
ea3c00511505,MT-CO3,RNF114;MAX;NONO;PDS5A;BANP;HNRNPH3,6,0.15178,0.21453;0.18517;0.16268;0.12346;0.11262;0.11225,False,c1,hc-inco-t-0.9012-nc-49,0.53333,0.51111,0.53333,19.36497,9.74811,18.25159,0.34905,0.84229,0.36467,0.0,0.0,0.0
1d8a0550c082,MT-CO3,E2F4;FOXK1;RAB18;ZNF317,4,0.01141,0.08875;0.00877;-0.02304;-0.02884,False,c1,hc-inco-t-0.9012-nc-49,0.5,0.38889,0.5,2.99669,2.67694,4.49981,0.43883,1.16164,0.43692,0.0,0.0,0.0
dfc2464a49c7,MT-CO3,FUBP1;ZBTB21,2,0.06437,0.11706;0.01167,False,c1,hc-inco-t-0.9012-nc-49,0.5,0.33333,0.5,1.39718,0.0,12.91258,0.63957,1.39806,0.5715,0.0,0.0,0.0
0af0811f83ea,MT-CO3,ZNF562;ABCF2;PKNOX1;ZNF529,4,0.01781,0.08437;0.04971;-0.01742;-0.04544,False,c1,hc-inco-t-0.9012-nc-49,0.38889,0.38889,0.44444,0.66341,0.45067,1.70226,0.48619,1.1588,0.49944,0.0,0.0,0.0
d5065047f7ce,MT-CO3,MRPL1;LSM6,2,0.02915,0.05241;0.00589,False,c1,hc-inco-t-0.9012-nc-49,0.5,0.5,0.5,3.68422,4.38418,7.1593,0.42645,1.10334,0.33342,0.0,0.0,0.0
b2ae29e94e12,MT-CO3,CERS4;HDAC2,2,0.05925,0.06366;0.05484,False,c1,hc-inco-t-0.9012-nc-49,0.33333,0.5,0.33333,0.0,0.11167,0.0,0.14893,0.43389,0.17378,0.0,0.0,0.0
36b8827cefeb,MT-CO3,NCOA2;TIGD7;CREB1,3,0.07546,0.09656;0.09450;0.03532,False,c1,hc-inco-t-0.9012-nc-49,0.38889,0.55556,0.38889,11.14692,18.81931,5.08649,0.4638,1.43439,0.39613,0.0,0.0,0.0
6d2270c30b6a,MT-CO3,YWHAE;ZNF207;ZNF790;ZNF483;TRIM69;ZNF512;ZNF197,7,0.01152,0.06423;0.05086;0.03022;0.01691;0.01047;-0.01897;-0.07311,False,c1,hc-inco-t-0.9012-nc-49,0.48413,0.42857,0.5,2.91912,0.69628,4.18142,0.45982,1.07605,0.47538,0.0,0.0,0.0
77c55baf39f7,MT-CO3,SMC3;NUCB1;THAP1;RBM8A;FOXK2,5,0.02331,0.05542;0.04023;0.01722;0.00836;-0.00470,False,c1,hc-inco-t-0.9012-nc-49,0.5,0.48333,0.48333,8.4429,3.66778,8.26911,0.39221,1.07472,0.35457,0.0,0.0,0.0
7850e167aa57,MT-CO3,ZNF808;TFCP2;SMARCA1,3,0.05535,0.07313;0.04911;0.04381,False,c1,hc-inco-t-0.9012-nc-49,0.44444,0.36111,0.44444,3.97723,1.11634,4.38681,0.50414,1.34233,0.46985,0.0,0.0,0.0
7444f7df5da3,MT-CO3,ADNP;ZDHHC5;ZNF440;ZNF91,4,0.06319,0.08777;0.07377;0.05461;0.03660,False,c1,hc-inco-t-0.9012-nc-49,0.41667,0.36111,0.44444,0.68292,0.45766,1.02853,0.39647,1.07114,0.39767,0.0,0.0,0.0
3b575c6a9d58,MT-CO3,GRHPR;SRP9,2,0.1317,0.13437;0.12903,False,c1,hc-inco-t-0.9012-nc-49,0.5,0.5,0.5,0.24329,1.59238,1.51098,0.27988,0.55636,0.30238,0.0,0.0,0.0
16dfa6c6067e,MT-CO3,ZNF528;YOD1,2,0.03328,0.04837;0.01818,False,c1,hc-inco-t-0.9012-nc-49,0.5,0.33333,0.5,2.11082,0.0,2.63423,0.20899,0.49258,0.2847,0.0,0.0,0.0
ae4b164f990e,MT-CO3,CSTF2;ZNF708,2,0.09034,0.11561;0.06508,False,c1,hc-inco-t-0.9012-nc-49,0.5,0.33333,0.5,0.82084,0.0,0.85657,0.35048,0.81837,0.31554,0.0,0.0,0.0
5793b314939d,MT-CYB,MRPL2;AKR1A1,2,0.03088,0.04320;0.01856,False,c1,hc-inco-t-0.8734-nc-33,0.33333,0.5,0.5,0.0,0.58577,3.08693,0.12616,0.52178,0.14958,0.0,0.0,0.0
e1ebd068ee27,MT-CYB,ZNF544;POLE3;ECSIT,3,0.03682,0.10208;0.00462;0.00375,False,c1,hc-inco-t-0.8734-nc-33,0.5,0.38889,0.5,1.71164,0.05133,1.70319,0.32218,0.72883,0.33916,0.0,0.0,0.0
e23e4e4c1654,MT-CYB,TPI1;NMRAL1,2,0.03244,0.03429;0.03058,False,c1,hc-inco-t-0.8734-nc-33,0.5,0.5,0.5,7.51922,12.92306,9.13143,0.55681,0.99953,0.55373,0.0,0.0,0.0
25ccc145a15d,MT-CYB,TAF7;TSN,2,0.02108,0.04100;0.00117,False,c1,hc-inco-t-0.8734-nc-33,0.33333,0.5,0.5,0.0,0.63221,2.46474,0.44258,1.2074,0.35775,0.0,0.0,0.0
e8d77b2c631e,MT-CYB,SMAD2;RAB2A,2,0.03286,0.05972;0.00599,False,c1,hc-inco-t-0.8734-nc-33,0.5,0.5,0.5,1.55768,0.71835,2.74082,0.1921,0.433,0.23569,0.0,0.0,0.0
1e6e247468cf,MT-CYB,ZNF287;PRDX5,2,0.02674,0.04156;0.01192,False,c1,hc-inco-t-0.8734-nc-33,0.5,0.33333,0.5,3.6915,0.0,3.60205,0.21939,0.70643,0.22211,0.0,0.0,0.0
9250929f679a,MT-CYB,ZBTB33;LSM6,2,0.09525,0.10937;0.08113,False,c1,hc-inco-t-0.8734-nc-33,0.33333,0.33333,0.5,0.0,0.0,0.31472,0.34383,0.74602,0.35092,0.0,0.0,0.0
baa0e0d30ca7,MT-CYB,GRHPR;GTF2B,2,0.4126,0.41594;0.40927,True,c1,hc-inco-t-0.8734-nc-33,0.5,0.5,0.5,2.85617,0.0245,2.31069,0.24036,0.8428,0.18097,0.0,0.0,0.0
f78f5eb12f21,MT-CYB,GATAD2A;ZNF790;NONO,3,0.14409,0.16370;0.15736;0.11122,False,c1,hc-inco-t-0.8734-nc-33,0.38889,0.44444,0.38889,13.20073,4.8662,18.77117,0.48138,1.2559,0.46546,0.0,0.0,0.0
43389fb8a4b6,MT-CYB,C19orf25;GPANK1;ZNF627,3,0.00529,0.02603;0.01298;-0.02314,False,c1,hc-inco-t-0.8734-nc-33,0.38889,0.30556,0.38889,1.25442,0.0,1.61273,0.58022,0.54623,0.60737,0.0,0.0,0.0
24ee0d18db8e,MT-CYB,SNRPB2;ZNF254,2,0.14496,0.14639;0.14353,False,c1,hc-inco-t-0.8734-nc-33,0.33333,0.33333,0.33333,0.0,0.0,0.0,0.19491,0.37602,0.25724,0.0,0.0,0.0
594ea63b56e3,MT-CYB,RAB18;STAT1;MAGOH,3,0.06389,0.07488;0.07238;0.04441,False,c1,hc-inco-t-0.8734-nc-33,0.5,0.38889,0.5,4.14928,0.074,10.45129,0.24008,0.76519,0.22318,0.0,0.0,0.0
bceaa7f352c1,MT-CYB,HNRNPA1;ZNF563;ZNF438,3,0.083,0.10946;0.07176;0.06778,False,c1,hc-inco-t-0.8734-nc-33,0.38889,0.38889,0.44444,0.24611,0.41985,0.43083,0.55829,1.36586,0.51872,0.0,0.0,0.0
8b02320483f1,MT-CYB,SRP9;TMEM33,2,0.15408,0.21374;0.09442,False,c1,hc-inco-t-0.8734-nc-33,0.5,0.5,0.5,32.68986,1.4377,17.82919,0.16239,0.38785,0.2234,0.0,0.0,0.0
b64b82cf0daf,MT-CYB,NCBP2;MAGEF1,2,0.07084,0.07865;0.06302,False,c1,hc-inco-t-0.8734-nc-33,0.5,0.33333,0.5,0.66417,0.0,0.67646,0.34714,1.04781,0.28041,0.0,0.0,0.0
d2ffac5a5acf,MT-CYB,HSF2;RAB14;TCEAL2,3,0.02623,0.07391;0.03294;-0.02817,False,c1,hc-inco-t-0.8734-nc-33,0.44444,0.38889,0.44444,0.31548,0.28906,0.35116,0.27517,0.58661,0.30617,0.0,0.0,0.0
3133cd0e9a4d,MT-CYB,MBTPS2;RFXANK;HIRIP3,3,0.02755,0.08862;0.01708;-0.02305,False,c1,hc-inco-t-0.8734-nc-33,0.38889,0.38889,0.5,5.45521,0.53397,0.8181,0.22267,0.46785,0.2955,0.0,0.0,0.0
ae71029b142c,MT-CYB,USF2;TFE3,2,0.00172,0.01060;-0.00715,False,c1,hc-inco-t-0.8734-nc-33,0.5,0.5,0.5,20.48061,0.52399,5.18003,0.70837,2.08034,0.67058,0.0,0.0,0.0
5c1da022b11e,MT-CYB,ZDHHC24;CPSF4,2,0.01881,0.04150;-0.00389,False,c1,hc-inco-t-0.8734-nc-33,0.33333,0.33333,0.33333,0.0,0.0,0.0,0.24726,0.37055,0.30423,0.0,0.0,0.0
82162be3c5b3,MT-CYB,SMARCA1;GAR1,2,0.0104,0.01486;0.00595,False,c1,hc-inco-t-0.8734-nc-33,0.5,0.5,0.5,19.1348,0.66955,24.07934,0.25453,0.91614,0.22918,0.0,0.0,0.0
4c2088081052,MT-CYB,POLD2;SUCLG1;NR1H2;YWHAE;RBM42;DNTTIP1;DRAP1;RAB7A;HMGB1;PSMA6;CSNK2B;HNRNPC;PRNP;USF1;RAN;RFC2;ILF2;SPAG7;UBXN1;ZNF138,20,0.11462,0.22926;0.22479;0.17463;0.16719;0.15469;0.13452;0.13173;0.13010;0.12929;0.12000;0.11561;0.10555;0.08458;0.06721;0.06519;0.06133;0.05481;0.05312;0.04576;0.04312,False,c1,hc-inco-t-0.8734-nc-33,0.51491,0.48728,0.52895,13.14315,7.77209,16.30707,0.34532,1.0653,0.30144,0.0,0.0,0.0
cf91ccac2837,MT-CYB,CREB3;STUB1,2,0.08168,0.11480;0.04856,False,c1,hc-inco-t-0.8734-nc-33,0.5,0.5,0.5,0.78597,4.10127,0.16463,0.4452,1.82085,0.32078,0.0,0.0,0.0
e6dcd49059f4,MT-ND1,GATAD1;RBM42,2,0.0633,0.07680;0.04981,False,c1,hc-inco-t-0.8972-nc-48,0.5,0.33333,0.5,19.44599,0.0,3.10718,0.49411,1.07229,0.4438,0.0,0.0,0.0
c0e0e48bb885,MT-ND1,KDM2B;ZNF324B,2,0.01784,0.10127;-0.06558,False,c1,hc-inco-t-0.8972-nc-48,0.5,0.33333,0.5,0.25856,0.0,0.2696,0.40559,1.05495,0.40129,0.0,0.0,0.0
5ab2eee4c1e1,MT-ND1,ZMAT2;PRNP,2,0.05539,0.05732;0.05346,False,c1,hc-inco-t-0.8972-nc-48,0.5,0.5,0.5,0.22425,0.07775,2.13379,0.14443,0.3668,0.18923,0.0,0.0,0.0
6f644a270fbe,MT-ND1,FIZ1;RFC2;ZBTB4,3,0.18678,0.26127;0.19298;0.10610,True,c1,hc-inco-t-0.8972-nc-48,0.44444,0.33333,0.44444,7.59303,0.0,1.26066,0.44614,1.30739,0.37425,0.0,0.0,0.0
9477b0bf954d,MT-ND1,TCEAL2;JDP2;PHF20,3,0.09801,0.14660;0.09803;0.04941,False,c1,hc-inco-t-0.8972-nc-48,0.38889,0.38889,0.38889,9.27341,1.14145,1.54353,0.48281,0.8749,0.5209,0.0,0.0,0.0
3b087a1e8884,MT-ND1,YEATS4;DPF2,2,0.02067,0.06171;-0.02037,False,c1,hc-inco-t-0.8972-nc-48,0.5,0.5,0.5,30.57569,23.98288,13.56468,0.626,2.49002,0.47645,0.0,0.0,0.0
f1bad5201096,MT-ND1,UBXN1;ZNF720,2,0.1495,0.16692;0.13209,False,c1,hc-inco-t-0.8972-nc-48,0.0,0.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e5b18d560b20,MT-ND1,HNRNPLL;TMEM33;MAGOH;BAX;ZNF672;ZFP64;MAX,7,0.11744,0.18003;0.17811;0.16251;0.13839;0.11927;0.03814;0.00564,False,c1,hc-inco-t-0.8972-nc-48,0.46032,0.37698,0.46825,6.86719,2.37405,4.78857,0.36232,0.95593,0.33959,0.0,0.0,0.0
02fd597084bd,MT-ND1,ZXDB;ZNF585A,2,0.01969,0.02274;0.01664,False,c1,hc-inco-t-0.8972-nc-48,0.33333,0.25,0.33333,0.0,0.0,0.0,0.68658,1.4949,0.69048,0.0,0.0,0.0
2afa1cef879c,MT-ND1,ATF2;ZBTB41,2,0.05897,0.06209;0.05585,False,c1,hc-inco-t-0.8972-nc-48,0.33333,0.33333,0.5,0.0,0.0,3.25792,0.31373,0.88195,0.33288,0.0,0.0,0.0
2f612069f24e,MT-ND1,PPP5C;SMARCC2,2,0.0586,0.10471;0.01250,False,c1,hc-inco-t-0.8972-nc-48,0.5,0.5,0.5,7.72921,6.26015,17.51187,0.28245,0.87546,0.24921,0.0,0.0,0.0
a4d5f51b2f0c,MT-ND1,HIRIP3;PDS5A,2,0.04626,0.10388;-0.01137,False,c1,hc-inco-t-0.8972-nc-48,0.5,0.33333,0.5,23.30211,0.0,7.81815,0.43553,0.84669,0.44928,0.0,0.0,0.0
d44450e3cd7c,MT-ND1,CDC5L;SPATS2,2,0.05851,0.06406;0.05296,False,c1,hc-inco-t-0.8972-nc-48,1.0,0.33333,0.5,17.57052,0.0,28.01332,0.28389,0.51641,0.34584,0.0,0.0,0.0
28c65d02e71c,MT-ND1,SUCLG1;NR1H2;RAB7A;POLD2;RAN;DUSP22;USF1;CERS4;VPS72,9,0.12529,0.19936;0.18175;0.14865;0.12820;0.11931;0.11188;0.08768;0.08517;0.06557,False,c1,hc-inco-t-0.8972-nc-48,0.45833,0.4537,0.47222,3.81813,1.22617,4.13147,0.28351,0.98409,0.24633,0.0,0.0,0.0
d5d2ac998a54,MT-ND1,PRDM10;UBB;RPS6KA5,3,0.0846,0.14218;0.07675;0.03487,False,c1,hc-inco-t-0.8972-nc-48,0.5,0.5,0.5,1.48963,4.76936,2.87374,0.35002,0.93699,0.33964,0.0,0.0,0.0
f61237c2faa2,MT-ND1,SMAD7;TERF2,2,0.03415,0.04150;0.02680,False,c1,hc-inco-t-0.8972-nc-48,0.5,0.5,0.5,1.66157,0.49861,1.89232,0.2835,1.36132,0.18666,0.0,0.0,0.0
a2866285a2ed,MT-ND1,BCLAF1;P4HB,2,0.07142,0.07535;0.06749,False,c1,hc-inco-t-0.8972-nc-48,0.5,0.5,0.5,39.07474,0.19206,51.38949,0.3101,1.11346,0.2386,0.0,0.0,0.0
9937ed849cfd,MT-ND1,HNRNPUL1;ZNF790;HDAC8,3,0.05999,0.08801;0.07604;0.01593,False,c1,hc-inco-t-0.8972-nc-48,0.38889,0.38889,0.38889,6.2414,0.3461,1.45632,0.28282,0.58744,0.32064,0.0,0.0,0.0
84ca5d8499c8,MT-ND1,ZNF830;LSM6;POU6F1,3,0.06724,0.16309;0.10838;-0.06975,False,c1,hc-inco-t-0.8972-nc-48,0.38889,0.38889,0.44444,0.55229,10.13789,4.92675,0.41801,1.35511,0.34589,0.0,0.0,0.0
56b9a4392405,MT-ND1,DNTTIP1;NONO;IKZF5,3,0.00865,0.04880;0.03457;-0.05743,False,c1,hc-inco-t-0.8972-nc-48,0.5,0.44444,0.5,6.90626,0.78534,8.05883,0.46798,1.19161,0.43724,0.0,0.0,0.0
cafb37159e5d,MT-ND2,NCBP2;TIGD5;UBB,3,0.00169,0.08060;-0.03288;-0.04266,False,c1,hc-inco-t-0.8821-nc-59,0.5,0.44444,0.5,7.31412,4.37807,1.7248,0.2785,0.70804,0.27783,0.0,0.0,0.0
3d410f77fd13,MT-ND2,ARNT2;TAF6,2,0.06274,0.07607;0.04942,False,c1,hc-inco-t-0.8821-nc-59,0.5,0.33333,0.5,0.91823,0.0,1.6126,0.59807,2.24629,0.46444,0.0,0.0,0.0
790599baad36,MT-ND2,UQCRB;E4F1;ZFP92,3,0.04055,0.13232;0.04809;-0.05876,False,c1,hc-inco-t-0.8821-nc-59,0.16667,0.33333,0.38889,0.08437,0.0,0.09859,0.30845,0.82885,0.34275,0.0,0.0,0.0
176f0ccbcbef,MT-ND2,ASPSCR1;MBD2,2,0.01417,0.05090;-0.02256,False,c1,hc-inco-t-0.8821-nc-59,0.5,0.33333,0.5,1.09726,0.0,1.53342,0.27041,0.62248,0.29493,0.0,0.0,0.0
eea4492fe76f,MT-ND2,CXXC5;ZNF627;DPF2,3,0.03885,0.05838;0.03569;0.02249,False,c1,hc-inco-t-0.8821-nc-59,0.38889,0.33333,0.44444,6.39886,0.0,0.63123,0.52945,1.34361,0.49634,0.0,0.0,0.0
0bf77a9ac831,MT-ND2,P4HB;HMGB2,2,0.20242,0.20715;0.19769,True,c1,hc-inco-t-0.8821-nc-59,0.5,0.5,0.5,13.65648,0.1923,14.4249,0.31645,1.13756,0.23031,0.0,0.0,0.0
af8dfc8c78eb,MT-ND2,RBM42;RAB7A;HNRNPC;RAB18;NR2F6;NR1H2,6,0.11674,0.15751;0.15257;0.13095;0.10745;0.08375;0.06820,False,c1,hc-inco-t-0.8821-nc-59,0.48889,0.43333,0.48889,6.82154,5.53271,9.61209,0.32718,1.03358,0.29807,0.0,0.0,0.0
c48dc3a97f55,MT-ND2,TRIM69;SUCLG1,2,0.0329,0.03652;0.02928,False,c1,hc-inco-t-0.8821-nc-59,0.5,0.5,0.5,0.35991,0.33091,1.71599,0.32128,0.85728,0.24814,0.0,0.0,0.0
002abddc4a81,MT-ND2,THRB;CSNK2B,2,0.01086,0.04071;-0.01899,False,c1,hc-inco-t-0.8821-nc-59,0.5,0.5,0.5,5.58676,0.89038,3.05189,0.45349,1.65346,0.36534,0.0,0.0,0.0
ec69255b90cc,MT-ND2,ODC1;PSMC2,2,0.10045,0.11366;0.08725,False,c1,hc-inco-t-0.8821-nc-59,0.5,1.0,0.5,0.49151,45.24207,1.152,0.33983,1.0847,0.29845,0.0,0.0,0.0
f60d03f8b202,MT-ND2,ZNF720;FOXK2;PPARD;TRIM28,4,0.00273,0.08561;0.02677;-0.02605;-0.07541,False,c1,hc-inco-t-0.8821-nc-59,0.33333,0.52778,0.33333,5.34397,4.99822,5.50642,0.27016,0.94299,0.2072,0.0,0.0,0.0
aff197a968f0,MT-ND2,CNOT4;HIRIP3;ECSIT,3,0.029,0.11159;0.03809;-0.06267,False,c1,hc-inco-t-0.8821-nc-59,0.5,0.33333,0.5,0.86868,0.0,2.50345,0.30798,0.53935,0.37498,0.0,0.0,0.0
934dfca16961,MT-ND2,ZNF506;CTBP1;UBXN1;RNF114,4,0.03114,0.04613;0.04100;0.02581;0.01160,False,c1,hc-inco-t-0.8821-nc-59,0.41667,0.44444,0.44444,2.16199,0.95529,4.06952,0.28907,0.80128,0.29854,0.0,0.0,0.0
f6adf4c08007,MT-ND2,WDR83;RFXAP,2,0.01308,0.02649;-0.00033,False,c1,hc-inco-t-0.8821-nc-59,0.33333,0.5,0.5,0.0,0.95389,0.69484,0.3128,0.70853,0.32454,0.0,0.0,0.0
6a238af2653d,MT-ND2,HSF2;GATAD2A;HIVEP2,3,0.06171,0.14337;0.05000;-0.00823,False,c1,hc-inco-t-0.8821-nc-59,0.5,0.38889,0.44444,1.12808,0.22004,3.34099,0.7385,1.79477,0.68421,0.0,0.0,0.0
31be079430a8,MT-ND2,E2F5;CREB3,2,0.08144,0.08341;0.07948,False,c1,hc-inco-t-0.8821-nc-59,0.5,0.5,0.33333,1.15874,1.23653,0.0,0.59536,1.67369,0.57541,0.0,0.0,0.0
4ade381fd88c,MT-ND2,USF2;ATF2;ZNF408;HMGA1,4,0.01072,0.06034;0.00791;0.00155;-0.02693,False,c1,hc-inco-t-0.8821-nc-59,0.58333,0.52778,0.58333,11.10948,5.79932,5.35451,0.49221,1.50863,0.43158,0.0,0.0,0.0
bb01fa6fc47b,MT-ND2,DUSP22;NMRAL1,2,0.09331,0.11158;0.07504,False,c1,hc-inco-t-0.8821-nc-59,0.5,0.5,0.5,3.87949,0.48131,4.12162,0.1603,0.32799,0.25756,0.0,0.0,0.0
26fdfb2d6eba,MT-ND2,RIOK2;ZNF317,2,0.0486,0.07339;0.02380,False,c1,hc-inco-t-0.8821-nc-59,0.5,0.33333,0.5,12.2906,0.0,0.45566,0.39418,0.88531,0.40897,0.0,0.0,0.0
09ddfbc79198,MT-ND2,HINFP;ZNF777,2,0.11045,0.12111;0.09979,False,c1,hc-inco-t-0.8821-nc-59,0.33333,0.33333,0.33333,0.0,0.0,0.0,0.6706,1.72101,0.62703,0.0,0.0,0.0
6214d4ed212c,MT-ND2,TAF7;PQBP1,2,0.05755,0.08907;0.02604,False,c1,hc-inco-t-0.8821-nc-59,0.5,0.5,0.5,21.13599,2.80497,9.64874,0.49114,1.69216,0.36513,0.0,0.0,0.0
3f31793ff0ea,MT-ND2,PARP1;PDS5A;PKNOX2,3,0.00377,0.03605;0.01572;-0.04047,False,c1,hc-inco-t-0.8821-nc-59,0.61111,0.5,0.66667,18.60884,8.18645,15.72401,0.28611,0.88767,0.27964,0.0,0.0,0.0
48ec8168e37d,MT-ND2,CPSF4;MAGOH,2,0.02052,0.09591;-0.05487,False,c1,hc-inco-t-0.8821-nc-59,0.5,0.5,0.5,27.11697,63.80011,21.1244,0.54634,1.69479,0.4716,0.0,0.0,0.0
1b3f106b799b,MT-ND2,ZNF576;YEATS4;DNTTIP1,3,0.04261,0.14498;0.02605;-0.04319,False,c1,hc-inco-t-0.8821-nc-59,0.44444,0.33333,0.44444,13.79829,0.0,4.3639,0.40669,0.86935,0.42187,0.0,0.0,0.0
2aa64b1406c6,MT-ND3,ZNF613;RAB7A;DHX36;ATF2;ZNF28;ZNF875;HIVEP1;ZNF211,8,0.0412,0.10064;0.07443;0.06979;0.05757;0.03917;0.03377;-0.01442;-0.03135,False,c1,hc-inco-t-0.8926-nc-48,0.43155,0.39881,0.45833,1.84772,0.69081,2.12351,0.51935,1.42189,0.48691,0.0,0.0,0.0
9cc5e5b9d96a,MT-ND3,ZKSCAN5;HLCS;GZF1;ZC3H7A;CERS4,5,0.00222,0.03755;0.02218;-0.00592;-0.01376;-0.02897,False,c1,hc-inco-t-0.8926-nc-48,0.4,0.35833,0.41667,0.63201,0.17282,0.90077,0.38099,0.86853,0.38275,0.0,0.0,0.0
15b623287648,MT-ND3,ZSCAN30;STK40;ZBTB46,3,0.05875,0.10367;0.06846;0.00413,False,c1,hc-inco-t-0.8926-nc-48,0.38889,0.30556,0.38889,0.35466,0.0,0.45434,0.46426,1.05442,0.47041,0.0,0.0,0.0
70987ac961c6,MT-ND3,ZNF506;ZBED1;ZNF14,3,0.08786,0.11600;0.09277;0.05480,False,c1,hc-inco-t-0.8926-nc-48,0.33333,0.38889,0.33333,0.0,0.89601,0.0,0.73072,1.81756,0.70947,0.0,0.0,0.0
9b5131839d9c,MT-ND3,ZNF582;E2F5,2,0.00872,0.02888;-0.01145,False,c1,hc-inco-t-0.8926-nc-48,0.33333,0.33333,0.33333,0.0,0.0,0.0,0.69317,1.64164,0.65435,0.0,0.0,0.0
