cluster_uid,target,sources,n_source,silhouette_score,sil_gene_scores,sil_score_optimal,note,cluster_note,shortest_PPI_path_score_hippie,shortest_PPI_path_score_stringdb,shortest_PPI_path_score_biogrid,shared_PPI_partners_score_hippie,shared_PPI_partners_score_stringdb,shared_PPI_partners_score_biogrid,goa_similarity_lin,goa_similarity_resnik,goa_similarity_jc,grn_collectri_precision,grn_collectri_recall,grn_collectri_jaccard
4e13ba41a395,ABCA2,FLI1;ZNF322;ZSCAN9;ZFY,4,0.0497,0.14712;0.13968;0.11857;-0.20655,False,c1,hc-inco-t-0.9248-nc-26,0.33333,0.38889,0.33333,0.0,0.67713,0.0,0.78947,1.9864,0.77493,0.0,0.0,0.0
81e41229e5a5,ABCA2,SMAD7;ZNF557;LEF1;AKR1A1,4,0.13093,0.21542;0.19999;0.10979;-0.00149,False,c1,hc-inco-t-0.9248-nc-26,0.52778,0.5,0.55556,2.63505,9.78258,2.73512,0.27718,0.91236,0.26383,0.0,0.0,0.0
168166b34655,ABCA2,SNRNP70;ARFGAP1,2,0.07827,0.08742;0.06912,False,c1,hc-inco-t-0.9248-nc-26,0.5,0.5,0.5,4.16355,0.03399,4.74582,0.15541,0.32053,0.21633,0.0,0.0,0.0
bab9afb05784,ABCA2,BNC2;POU2F2;RUNX1;SP9;ZKSCAN1;FOXP2;DAB2;TRIM28;IRF3,9,0.05761,0.12626;0.11434;0.11326;0.09928;0.06811;0.04480;0.03929;-0.03587;-0.05098,False,c1,hc-inco-t-0.9248-nc-26,0.44676,0.48611,0.47685,2.95586,4.6568,3.33578,0.50571,1.48605,0.45591,0.0,0.0,0.0
a5929ef7922d,ABCA2,USF2;PUM3,2,0.19796,0.22624;0.16969,False,c1,hc-inco-t-0.9248-nc-26,0.5,0.5,0.5,1.44608,0.59438,2.50827,0.42658,0.99718,0.37953,0.0,0.0,0.0
34dfbf04c0ca,ABCA2,GLYCTK;MYBL1;ZNF114;SOX8;TBX6;STAT6;GTF3C5;ZNF239;CERS4;ZNF536,10,0.17948,0.34252;0.30421;0.28544;0.26997;0.25085;0.16665;0.14120;0.12214;-0.02164;-0.06650,False,c1,hc-inco-t-0.9248-nc-26,0.38889,0.38704,0.41481,0.8313,0.58539,1.21515,0.43737,1.12963,0.43434,0.0,0.0,0.0
ff77843cfc8f,ABCA2,NFATC3;RXRG,2,0.35248,0.37667;0.32830,True,c1,hc-inco-t-0.9248-nc-26,0.33333,0.5,0.33333,0.0,0.59718,0.0,0.71773,2.25198,0.61142,0.0,0.0,0.0
890a9114ac0a,ABCA2,ZNF397;MYRF;TFEB,3,0.25858,0.29986;0.27498;0.20089,False,c1,hc-inco-t-0.9248-nc-26,0.38889,0.5,0.44444,0.67246,0.71949,1.9363,0.52119,1.43686,0.50205,0.0,0.0,0.0
040594034309,ACADVL,TCF3;ACAA1;IRF3;CYB5R1;GTF2IRD1;HMBOX1;HDAC1;CREB3L4;IVD;ZXDC;TRIM28;SNRNP70,12,0.13811,0.24706;0.24562;0.16387;0.16024;0.15239;0.14015;0.13193;0.12009;0.11542;0.07839;0.06444;0.03776,True,c1,hc-inco-t-0.8382-nc-29,0.48232,0.46465,0.4899,7.88565,7.2984,7.57697,0.35013,1.08655,0.32256,0.0,0.0,0.0
f2a0affcc9d5,ACADVL,ZNF629;JDP2,2,0.08126,0.12898;0.03353,False,c1,hc-inco-t-0.8382-nc-29,0.5,0.5,0.5,21.66012,1.9865,3.21052,0.55136,1.25429,0.54765,0.0,0.0,0.0
0417332705d2,ACADVL,RNF114;USP39;NRF1;ILF3;ZNF763,5,0.04211,0.10439;0.07953;0.02790;-0.00008;-0.00117,False,c1,hc-inco-t-0.8382-nc-29,0.41667,0.48333,0.46667,8.78783,5.39091,9.92529,0.38253,0.89228,0.40452,0.0,0.0,0.0
b0eb00ca55d1,ACADVL,DPF2;GTF3C5,2,0.0238,0.07213;-0.02453,False,c1,hc-inco-t-0.8382-nc-29,0.5,0.5,0.5,32.3722,1.60473,15.58378,0.20046,0.39181,0.26501,0.0,0.0,0.0
7da05c953983,ACADVL,HNRNPUL1;PPP1R10,2,0.04416,0.04633;0.04200,False,c1,hc-inco-t-0.8382-nc-29,0.5,0.5,0.5,37.93762,3.7531,37.89129,0.34965,0.88295,0.35488,0.0,0.0,0.0
23578b1156f3,ACADVL,ZNF766;GTF3C2,2,0.00452,0.03001;-0.02098,False,c1,hc-inco-t-0.8382-nc-29,0.5,0.33333,0.5,1.13188,0.0,2.53658,0.37787,0.78325,0.412,0.0,0.0,0.0
fb0f3bdd4c85,ACADVL,PHF12;RELA,2,0.0703,0.08474;0.05585,False,c1,hc-inco-t-0.8382-nc-29,0.5,0.5,0.5,3.76303,2.67682,10.29466,0.32753,1.25304,0.25045,0.0,0.0,0.0
ad2b148f8a12,ACADVL,RREB1;TCF7L2,2,0.03672,0.06151;0.01194,False,c1,hc-inco-t-0.8382-nc-29,0.5,0.5,0.5,36.71446,14.65755,29.05877,0.49759,1.82252,0.41019,0.0,0.0,0.0
501b129d69bf,ACADVL,ZNF687;CRTC2,2,0.03442,0.04721;0.02164,False,c1,hc-inco-t-0.8382-nc-29,0.33333,0.33333,0.5,0.0,0.0,2.22019,0.58412,1.17111,0.53979,0.0,0.0,0.0
4cf69640c765,ACADVL,METTL3;PHF1,2,0.00043,0.00436;-0.00350,False,c1,hc-inco-t-0.8382-nc-29,0.5,0.5,0.5,15.2473,4.05675,5.66628,0.34307,1.25805,0.27632,0.0,0.0,0.0
082a1b9b73dd,ACADVL,ARID3B;BCL6,2,0.03994,0.05810;0.02178,False,c1,hc-inco-t-0.8382-nc-29,0.5,0.5,0.5,4.39638,4.34143,5.88842,0.44578,1.17826,0.37011,0.0,0.0,0.0
0166669f94c0,ACADVL,ESRRA;HSF4;KMT2B,3,0.09186,0.13991;0.09481;0.04086,False,c1,hc-inco-t-0.8382-nc-29,0.5,0.44444,0.5,1.54199,1.50539,1.48403,0.5575,1.41572,0.54049,0.0,0.0,0.0
e9d01a9e242e,ACADVL,ZNF419;PPP5C;ABL1,3,0.02503,0.05035;0.01353;0.01121,False,c1,hc-inco-t-0.8382-nc-29,0.5,0.38889,0.44444,5.00653,4.27169,5.76231,0.32303,1.05388,0.27867,0.0,0.0,0.0
85f7e51f905f,ACTB,UBE2V1;NFYC;NUCB1,3,0.01996,0.07263;0.00756;-0.02030,False,c1,hc-inco-t-0.8807-nc-23,0.5,0.44444,0.5,1.94491,0.37222,2.01057,0.31884,0.75443,0.33147,0.0,0.0,0.0
8a073b09d88e,ACTB,HNRNPLL;KAT7;USP39,3,0.02998,0.06024;0.05857;-0.02887,False,c1,hc-inco-t-0.8807-nc-23,0.5,0.5,0.5,21.24454,2.33445,17.75165,0.3084,0.99719,0.28281,0.0,0.0,0.0
2c8d34cf9a92,ACTB,LRRFIP1;DUSP22;RFC2;PQBP1;APEX2;ZBTB22;ANXA11,7,0.00055,0.08545;0.03458;0.01465;-0.01725;-0.01865;-0.03205;-0.06289,False,c1,hc-inco-t-0.8807-nc-23,0.45238,0.4127,0.49206,3.02526,2.20903,3.17635,0.34955,0.95779,0.33125,0.0,0.0,0.0
577b4a77d88d,ACTB,MRPL2;ZNF263;PSMC2,3,0.0293,0.06110;0.01772;0.00907,False,c1,hc-inco-t-0.8807-nc-23,0.5,0.44444,0.5,2.62515,16.87162,4.2988,0.24358,0.61022,0.24857,0.0,0.0,0.0
ba28d30d3c9c,ACTB,ZNF597;SF1,2,0.03438,0.06646;0.00229,False,c1,hc-inco-t-0.8807-nc-23,0.5,0.33333,0.5,1.69109,0.0,1.22123,0.57761,1.23568,0.49757,0.0,0.0,0.0
8fd93b8b3ae5,ACTB,P4HB;ZNF329,2,0.03769,0.07201;0.00337,False,c1,hc-inco-t-0.8807-nc-23,0.5,0.25,0.5,2.4183,0.0,2.26493,0.22192,0.56249,0.21921,0.0,0.0,0.0
1a27000bc889,ACTB,ZNF513;HMGA1;DAZAP1;E2F4,4,0.08999,0.14665;0.14008;0.05292;0.02032,False,c1,hc-inco-t-0.8807-nc-23,0.44444,0.41667,0.52778,3.29543,2.57027,6.38053,0.45982,1.21868,0.41666,0.0,0.0,0.0
13f38047a805,ACTB,CNOT4;SMAP2,2,0.03041,0.03909;0.02173,False,c1,hc-inco-t-0.8807-nc-23,0.5,0.33333,0.5,17.4766,0.0,20.75273,0.59373,1.00699,0.66257,0.0,0.0,0.0
4e5892929547,ACTB,MBD2;ZNF746,2,0.01895,0.03474;0.00316,False,c1,hc-inco-t-0.8807-nc-23,0.5,0.33333,0.5,0.18541,0.0,1.27983,0.44548,1.26869,0.42393,0.0,0.0,0.0
8f6b2fcdc435,ACTB,PSMA6;WRNIP1,2,0.06522,0.06880;0.06164,False,c1,hc-inco-t-0.8807-nc-23,0.5,0.5,0.5,7.50327,0.49033,15.33791,0.43937,1.45942,0.34511,0.0,0.0,0.0
bd32fd8f8b6b,ACTB,E4F1;PPP5C;TRIM28,3,0.08679,0.09732;0.09193;0.07111,False,c1,hc-inco-t-0.8807-nc-23,0.5,0.44444,0.5,12.54707,7.32067,11.91595,0.46378,1.44474,0.37492,0.0,0.0,0.0
d045326d804d,ACTB,TMEM33;ASH2L;RUFY3,3,0.0195,0.05387;0.00542;-0.00079,False,c1,hc-inco-t-0.8807-nc-23,0.5,0.30556,0.5,6.45391,0.0,5.84833,0.26003,0.88488,0.21869,0.0,0.0,0.0
f4d29056dd02,ACTB,GTF2F1;RAB7A;TERF2;ZNF777;CTBP1;NOC2L;SND1;ZSCAN18;RAN;HDAC8;AKR1A1;PKM;DNTTIP1;USF1;RBBP5;YY1;SSRP1;HNRNPA0;TIMM44,19,0.163,0.30559;0.28284;0.27639;0.25451;0.24311;0.19662;0.17383;0.16639;0.15543;0.15187;0.14405;0.12479;0.12460;0.12188;0.09395;0.08812;0.08206;0.07253;0.03840,True,c1,hc-inco-t-0.8807-nc-23,0.53411,0.47953,0.52729,18.71965,9.92759,17.45668,0.35901,1.15,0.30645,0.0,0.0,0.0
ff132eabe2c8,ACTB,FOXK2;NPDC1;UBE2K;MEF2D,4,0.00579,0.06206;-0.00702;-0.01073;-0.02116,False,c1,hc-inco-t-0.8807-nc-23,0.47222,0.41667,0.47222,3.92363,1.78445,4.97273,0.30557,0.68586,0.34955,0.0,0.0,0.0
5c3293d56f27,ACTG1,PPP5C;ZNF706;ZNF263;ZSCAN18,4,0.00206,0.04924;0.03055;-0.01769;-0.05387,False,c1,hc-inco-t-0.8965-nc-19,0.5,0.38889,0.5,3.94394,0.67647,3.50888,0.46269,1.09021,0.45453,0.0,0.0,0.0
fa57217410cb,ACTG1,ZMAT2;ZNF584,2,0.04494,0.07312;0.01677,False,c1,hc-inco-t-0.8965-nc-19,0.33333,0.33333,0.33333,0.0,0.0,0.0,0.47097,0.98937,0.51729,0.0,0.0,0.0
e157ebc1004d,ACTG1,ZNF777;AKR1A1;ZNF629,3,0.0098,0.09835;0.01717;-0.08612,False,c1,hc-inco-t-0.8965-nc-19,0.38889,0.38889,0.44444,11.23793,0.38961,12.3603,0.34717,0.71256,0.38282,0.0,0.0,0.0
995c2f2f456f,ACTG1,CPSF4;APEX1,2,0.10839,0.15945;0.05732,False,c1,hc-inco-t-0.8965-nc-19,0.5,0.5,0.5,7.13662,0.25087,3.05174,0.35403,1.00266,0.32525,0.0,0.0,0.0
75dac21b8087,ACTG1,PSMC2;UBE2V1,2,0.08394,0.08555;0.08233,False,c1,hc-inco-t-0.8965-nc-19,0.5,0.5,0.5,14.83264,30.22582,23.33056,0.48695,1.75504,0.34177,0.0,0.0,0.0
79fa5b00986a,ACTG1,HNRNPC;GTPBP1;HSF2,3,0.08354,0.09997;0.08035;0.07030,False,c1,hc-inco-t-0.8965-nc-19,0.5,0.44444,0.5,8.33026,1.89278,16.13628,0.37897,1.09272,0.34018,0.0,0.0,0.0
cb8a1fcb2be9,ACTG1,ASH2L;TSN,2,0.2739,0.31021;0.23760,True,c1,hc-inco-t-0.8965-nc-19,0.5,0.5,0.5,1.39795,1.29069,8.54749,0.4264,0.88234,0.42559,0.0,0.0,0.0
bd728833cb7c,ACTG1,POLE3;PKM;E4F1;TRIM28;ZNF875;UTP18,6,0.02201,0.06811;0.06219;0.03434;0.02597;0.02557;-0.08414,False,c1,hc-inco-t-0.8965-nc-19,0.5,0.53333,0.5,16.09727,4.9473,15.24832,0.4207,1.25404,0.35829,0.0,0.0,0.0
ebca4a1a8189,ACTG1,RFC2;GTF2F1;RAN;TAF9;RAB7A;YWHAE;DNTTIP1;SPAG7;ILF2;MRPL2;PSMA6;CTBP1;SND1;HNRNPA0;TAF7;TPI1;CSNK2B,17,0.18988,0.35236;0.34924;0.33288;0.30415;0.23517;0.21999;0.21004;0.18972;0.17516;0.16502;0.14682;0.11996;0.11306;0.10701;0.09753;0.05760;0.05230,False,c1,hc-inco-t-0.8965-nc-19,0.53922,0.51225,0.52574,22.15346,10.54842,24.04561,0.35634,1.10147,0.31018,0.0,0.0,0.0
dcbad06e09bd,ACTG1,NCBP2;THRA;PQBP1,3,0.10815,0.16549;0.09583;0.06314,False,c1,hc-inco-t-0.8965-nc-19,0.5,0.5,0.44444,9.38562,12.48581,9.3422,0.51484,1.78186,0.4009,0.0,0.0,0.0
5f2fec3dbaa9,AHCYL1,ASCC1;NCOA1,2,0.0252,0.04023;0.01016,False,c1,hc-inco-t-0.9398-nc-31,1.0,0.5,1.0,6.88507,1.45857,3.81617,0.37752,1.16579,0.32147,0.0,0.0,0.0
7456ddf665a8,AHCYL1,TCF7L1;IVD,2,0.11818,0.17034;0.06603,False,c1,hc-inco-t-0.9398-nc-31,0.33333,0.33333,0.33333,0.0,0.0,0.0,0.1511,0.25973,0.21848,0.0,0.0,0.0
740a06face49,AHCYL1,RXRA;EPAS1;MSI2;ASAP3,4,0.07216,0.16393;0.14821;0.05070;-0.07420,False,c1,hc-inco-t-0.9398-nc-31,0.44444,0.5,0.47222,3.11343,5.72649,3.80562,0.35119,0.97302,0.32804,0.0,0.0,0.0
a6f6de1fd160,AHCYL1,PML;PARP1,2,0.11045,0.14748;0.07342,False,c1,hc-inco-t-0.9398-nc-31,0.5,0.5,1.0,66.48395,81.63915,100.83125,0.56082,2.52888,0.35667,0.0,0.0,0.0
c3c9eb1ccf77,AHCYL1,PCK2;AIRE,2,0.08962,0.18206;-0.00283,False,c1,hc-inco-t-0.9398-nc-31,0.5,0.5,0.5,0.92369,1.11179,0.99423,0.29304,0.92907,0.24025,0.0,0.0,0.0
35f8ae58c8f2,AHCYL1,ZNF844;STAT5A,2,0.01382,0.06283;-0.03519,False,c1,hc-inco-t-0.9398-nc-31,0.33333,0.33333,0.33333,0.0,0.0,0.0,0.42896,1.16386,0.41191,0.0,0.0,0.0
260fbccc2cc5,AHCYL1,PDLIM5;STAT3;FOXH1,3,0.0827,0.08446;0.08257;0.08108,False,c1,hc-inco-t-0.9398-nc-31,0.5,0.44444,0.5,3.61335,5.1717,9.62532,0.30203,1.26129,0.23656,0.0,0.0,0.0
4475c5282ab0,AHCYL1,GLIS3;TCF7L2;RFX4;PAX6;ZNF516,5,0.2005,0.26548;0.23909;0.23685;0.17084;0.09022,True,c1,hc-inco-t-0.9398-nc-31,0.51667,0.63333,0.51667,3.04792,9.08606,3.61306,0.60083,1.82437,0.54201,0.0,0.0,0.0
44679de58b9a,ALDOC,HADHB;ENO1;EZR,3,0.28842,0.36224;0.29903;0.20400,True,c1,hc-inco-t-0.9198-nc-14,0.83333,0.83333,0.83333,37.30357,18.49588,43.87347,0.30249,1.14833,0.2427,0.0,0.0,0.0
6e5fa771e3be,ALDOC,EMX2;NR2E1;HMGB3,3,0.13131,0.20866;0.12592;0.05934,False,c1,hc-inco-t-0.9198-nc-14,0.44444,0.55556,0.44444,1.38468,3.38767,1.94026,0.4736,1.28282,0.45089,0.0,0.0,0.0
e5a03bb60fcc,ANXA5,ZXDC;HMGB2,2,0.10854,0.15332;0.06376,False,c1,hc-inco-t-0.8688-nc-25,0.5,0.33333,0.5,2.1702,0.0,2.15365,0.30708,0.93699,0.30871,0.0,0.0,0.0
6d16bf7a3675,ANXA5,HNRNPH3;TAF1A,2,0.07979,0.08902;0.07056,False,c1,hc-inco-t-0.8688-nc-25,0.5,0.33333,0.5,11.27635,0.0,1.163,0.52929,1.6686,0.37125,0.0,0.0,0.0
c7cdc67294e7,ANXA5,HNRNPC;ILF2,2,0.1101,0.14622;0.07398,False,c1,hc-inco-t-0.8688-nc-25,1.0,1.0,1.0,212.50133,217.35228,245.57713,0.55851,1.29604,0.49862,0.0,0.0,0.0
f5efef3f5030,ANXA5,MYBL1;NFKB1;SP1,3,0.07121,0.21826;0.04249;-0.04712,False,c1,hc-inco-t-0.8688-nc-25,0.61111,0.66667,0.61111,19.78559,39.47928,13.08116,0.5161,1.72246,0.45066,0.33333,0.16667,0.125
c08a25114bf5,ANXA5,ZNF140;ZBTB7B,2,0.003,0.02822;-0.02221,False,c1,hc-inco-t-0.8688-nc-25,0.33333,0.33333,0.33333,0.0,0.0,0.0,0.6358,1.75332,0.61305,0.0,0.0,0.0
8c98833c4bc8,ANXA5,ZNF333;PATZ1,2,0.11908,0.13186;0.10631,False,c1,hc-inco-t-0.8688-nc-25,0.33333,0.33333,0.33333,0.0,0.0,0.0,0.77869,1.82195,0.71065,0.0,0.0,0.0
1f09511aeeaf,ANXA5,HMG20B;PARP1,2,0.03558,0.05346;0.01770,False,c1,hc-inco-t-0.8688-nc-25,0.5,0.5,0.5,14.04862,23.03116,14.79886,0.20752,0.60281,0.22743,0.0,0.0,0.0
a79788f04130,ANXA5,TSC22D4;ZNF766,2,0.02066,0.05476;-0.01344,False,c1,hc-inco-t-0.8688-nc-25,0.33333,0.33333,0.33333,0.0,0.0,0.0,0.44066,0.83198,0.47066,0.0,0.0,0.0
b37c9458b536,ANXA5,ATF7;CREB3L2,2,0.03422,0.03561;0.03283,False,c1,hc-inco-t-0.8688-nc-25,0.5,0.5,0.5,31.47677,9.28217,4.22654,0.67012,2.06488,0.66286,0.0,0.0,0.0
ad4b997a08a2,ANXA5,ELK3;ZNF267,2,0.02772,0.03831;0.01714,False,c1,hc-inco-t-0.8688-nc-25,0.33333,0.25,0.33333,0.0,0.0,0.0,0.60119,1.60111,0.5963,0.0,0.0,0.0
e665b2f18a37,ANXA5,HMBOX1;ZNF44,2,0.04012,0.04091;0.03934,False,c1,hc-inco-t-0.8688-nc-25,0.5,0.5,0.5,0.86592,4.13542,0.94054,0.46566,1.23012,0.42695,0.0,0.0,0.0
01ac02f7f374,ANXA5,MXI1;GLIS3;ZNF394,3,0.00274,0.05714;-0.01287;-0.03604,False,c1,hc-inco-t-0.8688-nc-25,0.33333,0.38889,0.38889,0.0,0.37269,0.41398,0.82456,2.05617,0.79411,0.0,0.0,0.0
2abaf3089d84,ANXA5,ATF5;SPI1,2,0.07419,0.07644;0.07194,False,c1,hc-inco-t-0.8688-nc-25,0.5,0.5,0.5,2.68775,7.87645,1.30101,0.58835,2.00158,0.49846,0.0,0.0,0.0
07fefdb7756b,ANXA5,SFT2D1;ZNF274,2,0.0272,0.04498;0.00943,False,c1,hc-inco-t-0.8688-nc-25,0.33333,0.33333,0.33333,0.0,0.0,0.0,0.26628,0.36185,0.36101,0.0,0.0,0.0
32a50d8690ca,ANXA5,ZNF207;IRF3;ZNF438;NONO;SP110,5,0.04725,0.07625;0.06790;0.06175;0.02557;0.00479,False,c1,hc-inco-t-0.8688-nc-25,0.5,0.43333,0.5,4.77389,7.22071,7.28655,0.45611,1.18772,0.43997,0.0,0.0,0.0
14dbff39edd9,ANXA5,ASCC1;RNF114;RBM17;ZNF227;CEBPZ;ZNF143;ZNF22;HDAC1;NFE2L2;STAT5A;RELA;VAMP3;MYLK;ACAA1;ATF6;IRF2;ZNF7;CAT;ZNF800;NFATC1;RBM7;HNRNPUL1;YBX1,23,0.0997,0.27361;0.18779;0.17020;0.15201;0.14108;0.14078;0.13558;0.12101;0.10639;0.09521;0.08505;0.08454;0.08140;0.08046;0.07710;0.06542;0.06122;0.05807;0.05472;0.04716;0.04297;0.03523;-0.00393,False,c1,hc-inco-t-0.8688-nc-25,0.50725,0.46542,0.51318,7.21316,8.15233,8.24658,0.37243,1.07143,0.34761,0.0,0.0,0.0
41c67c042f15,ANXA5,RCOR1;IVD,2,0.17729,0.19441;0.16017,True,c1,hc-inco-t-0.8688-nc-25,0.5,0.5,0.5,0.29326,0.10214,0.9983,0.14224,0.23944,0.20375,0.0,0.0,0.0
19dfafe1d86f,ANXA5,RUVBL1;ZNF586;CHD2;REST;CERS2;SMARCA5,6,0.08741,0.18006;0.12379;0.08927;0.08099;0.04344;0.00692,False,c1,hc-inco-t-0.8688-nc-25,0.54444,0.52778,0.52222,18.25767,18.65592,15.95719,0.37588,1.30502,0.32119,0.0,0.0,0.0
00fef064d5ae,AP2M1,KAT7;RXRB,2,0.04153,0.04236;0.04070,False,c1,hc-inco-t-0.9227-nc-28,0.5,0.5,0.5,0.28183,6.88157,1.06856,0.51212,1.95327,0.36749,0.0,0.0,0.0
2f8b336da6bf,AP2M1,GTF2F1;UBE2V1,2,0.12242,0.14288;0.10196,False,c1,hc-inco-t-0.9227-nc-28,0.5,0.5,0.5,0.24037,0.37459,4.25924,0.45434,1.40844,0.35211,0.0,0.0,0.0
8e949fe1bf5d,AP2M1,TAF9;TPI1,2,0.03176,0.03780;0.02573,False,c1,hc-inco-t-0.9227-nc-28,0.5,0.5,0.5,2.7697,0.01416,6.08799,0.22142,0.82193,0.19857,0.0,0.0,0.0
36da28e7a706,AP2M1,PQBP1;ZNF25;GOT1,3,0.24887,0.26625;0.24738;0.23297,True,c1,hc-inco-t-0.9227-nc-28,0.38889,0.38889,0.44444,0.12659,0.13889,0.80182,0.29117,0.85116,0.2836,0.0,0.0,0.0
b2f73ad1a41c,AP2M1,JAZF1;ABCF2,2,0.00184,0.00623;-0.00254,False,c1,hc-inco-t-0.9227-nc-28,0.5,0.33333,0.5,17.13153,0.0,1.56892,0.24904,0.54519,0.2662,0.0,0.0,0.0
def002b8fd62,APLP1,TPPP;CPEB1,2,0.19178,0.32761;0.05595,False,c1,hc-inco-t-0.9333-nc-22,0.5,0.33333,0.5,0.58554,0.0,1.47495,0.29555,0.89144,0.29064,0.0,0.0,0.0
4167cfe7b71d,APLP1,ZNF189;PICK1,2,0.40942,0.44014;0.37871,True,c1,hc-inco-t-0.9333-nc-22,0.5,0.33333,0.5,0.45929,0.0,0.86989,0.17071,0.49212,0.20216,0.0,0.0,0.0
a3018de5d7e0,APLP2,ZFP64;SMAD2;RAB14;ZNF25;HIVEP2;ZNF134,6,0.06638,0.08932;0.08724;0.07337;0.07033;0.04911;0.02888,False,c1,hc-inco-t-0.8875-nc-17,0.41111,0.41111,0.43333,0.93083,0.59191,1.67122,0.50571,1.22694,0.47397,0.0,0.0,0.0
e96b73f05385,APLP2,ZNF398;ZBTB49;ENO1,3,0.02694,0.05891;0.01270;0.00920,False,c1,hc-inco-t-0.8875-nc-17,0.5,0.38889,0.5,1.87393,0.34271,1.58117,0.58248,1.55996,0.50448,0.0,0.0,0.0
466c396b2956,APLP2,GTPBP1;RCOR1;LDB1,3,0.01432,0.07038;-0.01214;-0.01527,False,c1,hc-inco-t-0.8875-nc-17,0.5,0.44444,0.5,6.02159,2.78056,7.59899,0.37081,1.33498,0.30531,0.0,0.0,0.0
6952dcf0a90a,APLP2,TAF9;NUP133,2,0.02457,0.02963;0.01951,False,c1,hc-inco-t-0.8875-nc-17,0.5,0.5,0.5,24.58398,0.7023,10.19038,0.14199,0.57315,0.16698,0.0,0.0,0.0
aa3fa833ba5e,APLP2,HNRNPA0;MIEF1;ZKSCAN5;NONO;RAB7A;MTHFD1;APEX1;MAPK1;DHX36;ILF3;MAGEF1;RAN;POLR3A;ILF2;ZNF629;TFCP2;GTF2H3;ZBTB22;LARP1;PRNP;ZDHHC24;FIP1L1;SUCLG1;ZNF131;E2F3;ZNF777;SND1;FOXJ3;ZNF527;NCOA1;ZNF513;HIVEP1;SPAG7;PPP5C,34,0.14121,0.31933;0.29038;0.28477;0.26132;0.24960;0.24306;0.21088;0.20823;0.20773;0.20746;0.16666;0.16554;0.16346;0.15291;0.15208;0.14532;0.13963;0.13210;0.12644;0.12522;0.11743;0.10820;0.10686;0.10516;0.10151;0.06492;0.06073;0.05639;0.05485;0.04968;0.01303;0.01101;0.00434;-0.00498,True,c1,hc-inco-t-0.8875-nc-17,0.48663,0.4333,0.50267,10.03554,5.09366,13.89502,0.38007,1.02714,0.35322,0.0,0.0,0.0
0062cc734bea,APOD,ZNF644;IRF2,2,0.09993,0.17141;0.02845,False,c1,hc-inco-t-0.9153-nc-12,0.5,0.33333,0.5,1.67699,0.0,1.66326,0.60972,1.6799,0.56669,0.0,0.0,0.0
7da2f011e36a,APOD,FEZ1;VAMP3,2,0.1256,0.13214;0.11906,True,c1,hc-inco-t-0.9153-nc-12,0.33333,0.5,0.33333,0.0,0.65269,0.0,0.36427,1.46904,0.24121,0.0,0.0,0.0
9fbd011ac676,APOD,MED30;ZNF22,2,0.06149,0.11926;0.00371,False,c1,hc-inco-t-0.9153-nc-12,0.5,0.33333,0.5,0.43216,0.0,1.03285,0.50096,1.166,0.43787,0.0,0.0,0.0
32895d22190d,APOD,VEZF1;SOX8;SOX10;TFEB;ZNF652;ZFP57;TCF12;NKX6-2;HTATIP2;MITF;DMRT2;NAP1L1;ZNF24;OLIG2;MAX;CFL2;MYRF;SFT2D1;CERS2;RPS4X;FOXN2;HIRIP3,22,0.03605,0.12970;0.12773;0.10936;0.10879;0.09487;0.08616;0.08068;0.07701;0.07670;0.06962;0.04339;0.04207;0.03446;0.02330;0.01849;0.01443;-0.01958;-0.02435;-0.03735;-0.07751;-0.08986;-0.09499,False,c1,hc-inco-t-0.9153-nc-12,0.4202,0.44553,0.4158,3.82578,3.07383,2.7567,0.43488,1.22721,0.41858,0.0,0.0,0.0
99a52feea9c1,APOE,EZR;HADHB,2,0.19582,0.20156;0.19007,True,c1,hc-inco-t-0.9509-nc-16,1.0,0.5,1.0,22.69234,0.06944,31.39964,0.15758,0.49101,0.1674,0.0,0.0,0.0
995edba47129,APOE,OTX1;SOX2,2,0.17056,0.21218;0.12893,False,c1,hc-inco-t-0.9509-nc-16,0.5,1.0,0.5,0.09745,28.84388,0.06,0.61231,1.98894,0.55197,0.0,0.0,0.0
9b97e46ec425,APP,RBBP5;KDM2B,2,0.07275,0.08987;0.05563,False,c1,hc-inco-t-0.8943-nc-21,0.5,0.5,0.5,75.82603,96.12948,51.58274,0.39229,1.21678,0.35356,0.0,0.0,0.0
783d62612dd7,APP,TFCP2;XRCC1,2,0.0007,0.02777;-0.02637,False,c1,hc-inco-t-0.8943-nc-21,0.5,0.5,0.5,25.03859,2.0999,17.90989,0.43448,1.55573,0.32259,0.5,0.02041,0.02
0e4a91d2ff37,APP,ZNF583;ZFP28,2,0.04406,0.04635;0.04178,False,c1,hc-inco-t-0.8943-nc-21,0.33333,0.5,0.33333,0.0,2.64665,0.0,1.0,2.39959,1.0,0.0,0.0,0.0
420b85499ea4,APP,KDM4C;TPPP;RAB14;ZBTB11;CPEB1;RXRB;NFX1;KAT7;HDAC2;LCOR;RUFY3;FOXK2;POLR3A;YY1;TERF2;LARP1;ZNF597;PHF20,18,0.23338,0.38584;0.35719;0.32675;0.31889;0.31811;0.30514;0.27433;0.24586;0.23813;0.20511;0.19984;0.18918;0.17811;0.17457;0.14966;0.14879;0.10475;0.08050,True,c1,hc-inco-t-0.8943-nc-21,0.50109,0.45806,0.50436,9.99805,8.56986,8.72907,0.39174,1.28604,0.32849,0.05556,0.02041,0.01515
