uid,target,sources,n_source,silhouette_score,sil_gene_scores,sil_score_optimal,note,cluster_note
2641ffda7402,ENO1,NRL;PPP5C;NCBP2,3,0.06725,0.18334;0.04144;-0.02303,False,c1,hc-inco-t-0.9223-nc-24
8c7bc6ed5197,ENO1,RAB7A;ZNF629,2,0.02517,0.06139;-0.01105,False,c1,hc-inco-t-0.9223-nc-24
e72a943fd93d,ENO1,ZNF408;PKM,2,0.1068,0.16335;0.05026,False,c1,hc-inco-t-0.9223-nc-24
03cf1e416e99,ENO2,GOT1;WRNIP1;SPATS2;RBFOX2,4,0.13373,0.22070;0.18030;0.08926;0.04466,False,c1,hc-inco-t-0.9269-nc-29
0fc2b4303802,ENO2,ADARB1;SMAP2;MEF2D,3,0.17743,0.27334;0.16232;0.09663,True,c1,hc-inco-t-0.9269-nc-29
490c2c56180f,ENSG00000286190,JAZF1;BRF2;RPP25,3,0.06049,0.14875;0.02755;0.00517,False,c1,hc-inco-t-0.8687-nc-2
051f0d748e90,ENSG00000286190,GTF2F1;SPAG7;MRPL2;TCEAL6;CPSF4;DRAP1;RAN;HMGA1;PQBP1;ZCCHC17;TPI1;NELFB;SNAPC5;TAF6;RFC2;TCEAL2;PSMA6;ECSIT;TIMM8A;MAFG;ZNF653;MLX;SOD1;UBE2V1;ZBTB22;ZNF622;ZFP64;STUB1;HNRNPA0;RAB7A;DUSP26;DPF1;CTBP1,33,0.20365,0.37447;0.37091;0.36830;0.36702;0.34053;0.31424;0.29572;0.29433;0.29374;0.29211;0.26185;0.22802;0.21957;0.21063;0.20994;0.18711;0.18410;0.16796;0.16719;0.16197;0.14745;0.14499;0.14303;0.13400;0.12212;0.12206;0.12182;0.11798;0.08835;0.07652;0.06852;0.06454;0.05933,True,c1,hc-inco-t-0.8687-nc-2
0c766c366407,ERMN,MITF;ZFP57;FEZ1;CFL2;ZNF326;ZNF22,6,0.35304,0.49600;0.44050;0.41338;0.36836;0.21265;0.18738,True,c1,hc-inco-t-0.9523-nc-15
dd0296418073,ERMN,ZEB2;CENPB;SMARCC1;FOXO4,4,0.05918,0.27412;0.04940;-0.03845;-0.04836,False,c1,hc-inco-t-0.9523-nc-15
21ce0c58fe48,ERMN,MYRF;HOXD1,2,0.13732,0.16393;0.11071,False,c1,hc-inco-t-0.9523-nc-15
8a3152984475,ETNPPL,GPAM;NR2E1;NFATC1;PRDM16;GLI3;TBX3;EZR,7,0.069,0.34805;0.15380;0.11797;0.06176;0.05630;-0.11290;-0.14195,False,c1,hc-inco-t-0.9253-nc-36
1bd11ad10195,ETNPPL,ZNF730;HNRNPUL1,2,0.22814,0.25174;0.20455,True,c1,hc-inco-t-0.9253-nc-36
c6db6b70cb90,ETNPPL,SOX9;SRBD1;BCL6B,3,0.14373,0.21991;0.15772;0.05357,False,c1,hc-inco-t-0.9253-nc-36
dd8281c0b804,ETNPPL,MYBL1;STAT5B,2,0.09624,0.09624;0.09624,False,c1,hc-inco-t-0.9253-nc-36
b0bba89e0a84,ETNPPL,ODC1;RBBP9,2,0.1704,0.18091;0.15990,False,c1,hc-inco-t-0.9253-nc-36
256ba80d71fe,ETNPPL,ZNF20;HIF3A,2,0.11055,0.13992;0.08119,False,c1,hc-inco-t-0.9253-nc-36
556ae8f7150c,ETNPPL,POLR2A;ZNF101;ZNF600;RXRA;RCOR1,5,0.1778,0.29398;0.25854;0.20222;0.19159;-0.05734,False,c1,hc-inco-t-0.9253-nc-36
307967d04e48,ETNPPL,NAGS;HNRNPA0,2,0.05454,0.10564;0.00343,False,c1,hc-inco-t-0.9253-nc-36
5257804963ad,ETNPPL,SOX7;TCF7L1,2,0.19124,0.30834;0.07414,False,c1,hc-inco-t-0.9253-nc-36
684e1a35b6c0,FAIM2,ZNF48;CTBP1,2,0.16057,0.22907;0.09206,False,c1,hc-inco-t-0.8794-nc-38
24aa64cf8564,FAIM2,NCOR2;FBXL19,2,0.30048,0.35696;0.24400,True,c1,hc-inco-t-0.8794-nc-38
1c687b5d6a7f,FAIM2,SMAP2;ZSCAN18;GOT1;MEF2D,4,0.02993,0.05431;0.03572;0.03507;-0.00536,False,c1,hc-inco-t-0.8794-nc-38
ca6753065cc4,FAIM2,RUFY3;USF1;CERS6,3,0.08904,0.12810;0.09452;0.04451,False,c1,hc-inco-t-0.8794-nc-38
055e370273f2,FAIM2,YWHAZ;ADARB1,2,0.0852,0.09850;0.07190,False,c1,hc-inco-t-0.8794-nc-38
210a5bf86669,FAM107A,IRF3;RFX4,2,0.04278,0.04672;0.03883,False,c1,hc-inco-t-0.9039-nc-29
f9e68efcb074,FAM107A,CBFB;ASAP3,2,0.08024,0.10368;0.05680,False,c1,hc-inco-t-0.9039-nc-29
8093efb51816,FAM107A,ZNF799;ZHX2;ZIC2,3,0.03532,0.11969;0.09201;-0.10574,False,c1,hc-inco-t-0.9039-nc-29
08dfb68dbf02,FAM107A,TGIF1;NR1H3;PPARA;ETV6;HIF3A;BCL6;IRF2;KLF15,8,0.01597,0.06549;0.05924;0.05133;0.03141;0.00849;0.00022;-0.03937;-0.04907,False,c1,hc-inco-t-0.9039-nc-29
e9392f398246,FAM107A,GSX2;RPS4X;RNF114;TP53,4,0.07682,0.11528;0.10496;0.09343;-0.00637,False,c1,hc-inco-t-0.9039-nc-29
990e7323725e,FAM107A,HMGB3;HDAC1,2,0.0348,0.07699;-0.00740,False,c1,hc-inco-t-0.9039-nc-29
86575090de23,FAM107A,ELF4;HCLS1,2,0.08323,0.13553;0.03093,False,c1,hc-inco-t-0.9039-nc-29
7be10b72e664,FAM107A,VSX1;CREB3L4;MEF2B;GATA1;ELK3;HMGB2;ATF7;PCK2;STAT5A,9,0.10198,0.18802;0.14837;0.13179;0.11270;0.10113;0.10048;0.05901;0.05800;0.01830,True,c1,hc-inco-t-0.9039-nc-29
b16925623927,FAM107A,ZNF227;ZNF627;HOXC4,3,0.02694,0.03957;0.03399;0.00727,False,c1,hc-inco-t-0.9039-nc-29
f7625fde4223,FAM107A,STAT3;ZNF114,2,0.071,0.07675;0.06525,False,c1,hc-inco-t-0.9039-nc-29
9612764aa02e,FAM107A,NRL;ZNF501;BNC2;TFCP2L1;NFE2L2,5,0.02509,0.07847;0.04418;0.02235;-0.00876;-0.01078,False,c1,hc-inco-t-0.9039-nc-29
6d5582ad4c34,FAU,DRAP1;UQCRB,2,0.2554,0.45943;0.05137,False,c1,hc-inco-t-0.9238-nc-10
af36425d1789,FAU,RPS10;RPL35;RPL6,3,0.39101,0.46277;0.43248;0.27778,True,c1,hc-inco-t-0.9238-nc-10
d1ce74a2d302,FBXO2,ATF4;SPAG7;HMG20B;GPANK1,4,0.02486,0.14111;0.03451;0.01127;-0.08747,False,c1,hc-inco-t-0.8789-nc-22
06d1ae63dc5d,FBXO2,USF2;ZNF385A;ENO1;RFXANK;ESRRA;ZNF408;POLD2;ACAA1;ZNF787;CDK2AP1;GTPBP6;TSC22D4;ID2;PTPMT1,14,0.20818,0.39400;0.35876;0.35433;0.31873;0.30617;0.23462;0.23168;0.20930;0.16629;0.12946;0.10795;0.04862;0.04078;0.01378,True,c1,hc-inco-t-0.8789-nc-22
3e52331f6518,FBXO2,NCBP2;DRAP1;ETFB,3,0.06934,0.12776;0.09466;-0.01440,False,c1,hc-inco-t-0.8789-nc-22
bf621000f187,FBXO2,PRDX5;MRPL2,2,0.14826,0.15845;0.13807,False,c1,hc-inco-t-0.8789-nc-22
d96ce4a25b2c,FGF1,ZSCAN21;ZBTB1,2,0.03248,0.12733;-0.06238,False,c1,hc-inco-t-0.8946-nc-7
124033f12c21,FGF1,HNRNPH3;POU3F3;ZNF736;REST;ZBTB12;NFYA;ZKSCAN7;RBM17,8,0.16479,0.24024;0.22473;0.17308;0.17251;0.14189;0.14159;0.13108;0.09318,False,c1,hc-inco-t-0.8946-nc-7
0bc08a539916,FGF1,ZNF345;E2F1;ZNF583,3,0.12177,0.23207;0.07729;0.05596,False,c1,hc-inco-t-0.8946-nc-7
500ca910486b,FGF1,ZNF664;ZEB2;ZFP57;ZNF326;NFYB;CENPB;ZBTB47;ZNF621;RNF114;NAP1L1;CFL2;HMGB1;FEZ1;ZFP91;ZSCAN32;BBX;MITF;TCFL5;HNRNPA1;DNAJC21;ZNF157;VAMP3,22,0.21865,0.34881;0.34240;0.33328;0.30640;0.30360;0.27475;0.27227;0.26482;0.25826;0.25436;0.25184;0.24486;0.23584;0.21035;0.17271;0.15617;0.13997;0.13228;0.13225;0.07293;0.06874;0.03336,True,c1,hc-inco-t-0.8946-nc-7
4061e5c42ed9,FGFR3,EZR;GLI3,2,0.13805,0.26191;0.01420,False,c1,hc-inco-t-0.8785-nc-14
3ba1e7dfabf5,FGFR3,GPAM;MSI2;NR2E1,3,0.37454,0.45810;0.41790;0.24763,True,c1,hc-inco-t-0.8785-nc-14
0b35b68b2932,FKBP8,WRNIP1;ECSIT,2,0.13706,0.16890;0.10522,False,c1,hc-inco-t-0.92-nc-20
21f74aed7913,FKBP8,HMGA1;ZMAT2,2,0.27746,0.28085;0.27408,True,c1,hc-inco-t-0.92-nc-20
7055ba7c258f,FKBP8,ZNF174;CBX7;HLF;ZBTB45,4,0.05142,0.16061;0.06349;0.00955;-0.02797,False,c1,hc-inco-t-0.92-nc-20
f56651fd635f,FKBP8,MESP1;CREB3,2,0.06198,0.07689;0.04708,False,c1,hc-inco-t-0.92-nc-20
2a560df26974,FKBP8,PRDX5;DUSP26;NELFB;PQBP1;DPF1;ZNF48;SPATS2;MEIS3;SSBP3;TCEAL2;CTBP1;SPAG7;MYPOP;MTA3;DEAF1;GOT1;EMX1;POU6F1,18,0.23739,0.34194;0.34191;0.32947;0.32695;0.32023;0.30257;0.29695;0.26370;0.24209;0.21516;0.21129;0.18321;0.17745;0.15985;0.15770;0.15299;0.14930;0.10017,False,c1,hc-inco-t-0.92-nc-20
5b07b1ebd533,FKBP8,ZCCHC17;TCEAL6,2,0.04998,0.08280;0.01716,False,c1,hc-inco-t-0.92-nc-20
dfe573df810f,FLOT1,CTBP1;HDAC8,2,0.03287,0.11836;-0.05262,False,c1,hc-inco-t-0.8949-nc-22
40de81872381,FLOT1,SPAG7;RFC2;RAN,3,0.22369,0.30651;0.23943;0.12514,False,c1,hc-inco-t-0.8949-nc-22
44f8113e5fcc,FLOT1,GTF3A;ING4,2,0.12138,0.14842;0.09434,False,c1,hc-inco-t-0.8949-nc-22
5e97c56c8f7f,FLOT1,TBPL1;DUSP26,2,0.01647,0.02594;0.00700,False,c1,hc-inco-t-0.8949-nc-22
e003834e8ce4,FLOT1,AKR1A1;CPSF4;GTF2F1,3,0.01267,0.05995;0.00061;-0.02255,False,c1,hc-inco-t-0.8949-nc-22
911471784e2a,FLOT1,CSNK2B;PSMD12,2,0.09845,0.12596;0.07095,False,c1,hc-inco-t-0.8949-nc-22
a1369e6e37d1,FLOT1,UBXN1;TPI1,2,0.04377,0.07600;0.01154,False,c1,hc-inco-t-0.8949-nc-22
eb42fcf68c88,FLOT1,ZNF622;PQBP1,2,0.28586,0.33200;0.23972,True,c1,hc-inco-t-0.8949-nc-22
82b1dffb9b1f,FTH1,USF2;ZNF771;ZNF579;ZNF787;ZNF444;DRAP1;HES4;MESP1;MAZ;CDK2AP1,10,0.17388,0.33259;0.25428;0.20866;0.20788;0.19005;0.18527;0.12462;0.11345;0.09866;0.02332,True,c1,hc-inco-t-0.8914-nc-22
68c77a667fb2,FTH1,GTPBP6;UBB,2,0.06266,0.08177;0.04356,False,c1,hc-inco-t-0.8914-nc-22
cc67dfe47bc5,FTH1,DPF2;ZNF580;RNF114,3,0.059,0.11326;0.06057;0.00316,False,c1,hc-inco-t-0.8914-nc-22
3b27c1dfa834,FTH1,VAMP3;CHURC1;DIABLO,3,0.15169,0.15814;0.15208;0.14485,False,c1,hc-inco-t-0.8914-nc-22
3604cf47c572,FTH1,ZNF708;CREB3,2,0.03409,0.05596;0.01222,False,c1,hc-inco-t-0.8914-nc-22
aafb26e8216d,FTH1,EEF1D;HES6;PROX1,3,0.10112,0.16100;0.09921;0.04315,False,c1,hc-inco-t-0.8914-nc-22
9202610c1b07,FTH1,DBP;GRHPR;RAN,3,0.04641,0.09337;0.04330;0.00257,False,c1,hc-inco-t-0.8914-nc-22
fac1a3f13c8a,FTH1,ZFPM1;GTF2A2,2,0.04617,0.06435;0.02798,False,c1,hc-inco-t-0.8914-nc-22
f3f11ce5d050,FTH1,XPA;EXOSC3,2,0.03632,0.05245;0.02020,False,c1,hc-inco-t-0.8914-nc-22
77e6511aa7fb,FTH1,ZNF775;PARP1;NF1;RBBP9,4,0.03167,0.05988;0.02856;0.02090;0.01734,False,c1,hc-inco-t-0.8914-nc-22
17da7babf376,FTH1,ERF;FEZ1,2,0.03261,0.04533;0.01989,False,c1,hc-inco-t-0.8914-nc-22
693c558e4601,FTL,YBX1;VAMP3,2,0.08016,0.08455;0.07578,False,c1,hc-inco-t-0.8456-nc-13
3161b8fd2646,FTL,ASCC1;MAX,2,0.11337,0.13335;0.09339,False,c1,hc-inco-t-0.8456-nc-13
8dc1696518b9,FTL,DBX2;HDAC1,2,0.10411,0.13738;0.07084,False,c1,hc-inco-t-0.8456-nc-13
8d675a19d678,FTL,RPL35;NFE2L2;PIR;RFXANK;NR1H3;RPS10;USF2;TSC22D4;ATF4;HMGB2;DDIT3;HMG20B;ODC1;GTF2A2;ZNF581;SFT2D1;RPL6;MEF2B;RPS4X;POLD2;CDK2AP1;GRHPR;HSF1;ETFB;TRIM28;RNF114;UBXN1,27,0.1362,0.29005;0.23335;0.20588;0.19926;0.19066;0.18468;0.17691;0.17683;0.16960;0.14206;0.13568;0.13152;0.12807;0.12449;0.12153;0.11940;0.11875;0.11153;0.10351;0.09670;0.09657;0.09234;0.08010;0.07597;0.06680;0.05595;0.04926,False,c1,hc-inco-t-0.8456-nc-13
cc5dd0da39b3,FTL,ZNF408;HNRNPH3,2,0.0632,0.09778;0.02862,False,c1,hc-inco-t-0.8456-nc-13
6bbccf0a632b,FTL,HNRNPA1;CUX1,2,0.18176,0.19777;0.16576,True,c1,hc-inco-t-0.8456-nc-13
42e8c94968bb,FUS,ZBTB22;MRPS25;ZNF706,3,0.05951,0.06391;0.06000;0.05463,False,c1,hc-inco-t-0.8681-nc-28
cfc2d37b2e20,FUS,ZNF425;PPP5C,2,0.1215,0.17491;0.06810,True,c1,hc-inco-t-0.8681-nc-28
246d7712e197,FUS,HNRNPA0;ZDHHC24;EWSR1;UBTF;LDB1;CDC5L;SP2,7,0.11366,0.20360;0.15082;0.12789;0.11078;0.09296;0.06753;0.04205,False,c1,hc-inco-t-0.8681-nc-28
c7a81a604ca1,FUS,MNT;GRHPR,2,0.02494,0.06578;-0.01590,False,c1,hc-inco-t-0.8681-nc-28
c68582938fdc,FUS,MAGOH;ZNF707;ILF2;MSANTD3;ZNF786;ASH2L,6,0.0864,0.15120;0.13934;0.09580;0.08268;0.04963;-0.00022,False,c1,hc-inco-t-0.8681-nc-28
86b04a02dd4a,FUS,HDAC8;NFX1,2,0.06497,0.08159;0.04835,False,c1,hc-inco-t-0.8681-nc-28
3a87a21b607d,FUS,ZNF174;YWHAE,2,0.02328,0.07059;-0.02403,False,c1,hc-inco-t-0.8681-nc-28
84ddc21d1251,FUS,ZNF48;GPANK1;USF1,3,0.02557,0.08661;0.02795;-0.03786,False,c1,hc-inco-t-0.8681-nc-28
56112b21c438,FUS,TSN;ZNF324B;TFCP2,3,0.04006,0.09930;0.04987;-0.02899,False,c1,hc-inco-t-0.8681-nc-28
8d152ab73487,FXYD7,CTBP1;ZNF771,2,0.06953,0.07104;0.06802,False,c1,hc-inco-t-0.9237-nc-14
880a2672a938,FXYD7,SCRT2;ZNF48,2,0.10098,0.10678;0.09518,False,c1,hc-inco-t-0.9237-nc-14
786466274fcd,FXYD7,CELF5;ATOH7,2,0.06181,0.13511;-0.01150,False,c1,hc-inco-t-0.9237-nc-14
264491184685,FXYD7,CREB3;SOD1,2,0.10464,0.11765;0.09162,False,c1,hc-inco-t-0.9237-nc-14
2e50b9b70246,FXYD7,MEIS3;PRDX5;MYPOP;SSBP3;CPTP;ZBTB18;C19orf25;NEUROD2;FHL2;SCAND1;BAD,11,0.33063,0.45327;0.38125;0.37600;0.37592;0.34733;0.33561;0.30472;0.29349;0.29004;0.28976;0.18956,True,c1,hc-inco-t-0.9237-nc-14
4a7e0d4705bf,GABARAP,TRIM69;RAB7A;MRPL2,3,0.03221,0.09668;0.07056;-0.07060,False,c1,hc-inco-t-0.9213-nc-15
462d93f55c79,GABARAP,TAF9;GTF2B;ZNF32;ZNF622,4,0.11787,0.12948;0.12039;0.11213;0.10948,False,c1,hc-inco-t-0.9213-nc-15
ea530cc4002e,GABARAP,RAB18;TSN,2,0.00814,0.00835;0.00793,False,c1,hc-inco-t-0.9213-nc-15
d91a07363d70,GABARAP,UBXN1;YWHAE;CSNK2B;SUCLG1;SOD1;HNRNPC;PSMA6;RPL6;PQBP1;SNRPB2;TPI1;MAGOH;AKR1A1;GTF2A2;RAN;GRHPR;UQCRB;GPANK1;SPAG7;DNTTIP1;NCBP2;DRAP1,22,0.18042,0.37004;0.32621;0.30310;0.30262;0.29794;0.25893;0.24852;0.23993;0.22490;0.17736;0.16886;0.16233;0.15099;0.14072;0.13280;0.13175;0.11277;0.10852;0.10622;0.05683;-0.00456;-0.04746,True,c1,hc-inco-t-0.9213-nc-15
604d39dd633e,GABARAP,VPS72;UBB,2,0.00144,0.01318;-0.01030,False,c1,hc-inco-t-0.9213-nc-15
8642dac61831,GABARAP,SRP9;YEATS4,2,0.13967,0.15711;0.12223,False,c1,hc-inco-t-0.9213-nc-15
399f600f39f3,GABARAP,WDR83;MAGEF1,2,0.02935,0.03436;0.02433,False,c1,hc-inco-t-0.9213-nc-15
f038b49eedc9,GABARAP,ZCCHC17;PTPMT1;POLD2;USP39,4,0.10488,0.14676;0.14426;0.10418;0.02432,False,c1,hc-inco-t-0.9213-nc-15
e1f37523f569,GABARAPL2,PSMC2;SOD1,2,0.06571,0.10266;0.02876,False,c1,hc-inco-t-0.9409-nc-25
8be1fb0b6ef0,GABARAPL2,POLD2;POLE3,2,0.04898,0.14527;-0.04732,False,c1,hc-inco-t-0.9409-nc-25
8d0d3b637eaa,GABARAPL2,YWHAE;NCBP2,2,0.19844,0.38007;0.01680,True,c1,hc-inco-t-0.9409-nc-25
d4bdb1f3e60e,GABARAPL2,SUCLG1;TSN;PSMA6;SRP9;GTF2A2,5,0.10484,0.18654;0.16234;0.12888;0.08605;-0.03959,False,c1,hc-inco-t-0.9409-nc-25
92d174160cde,GABARAPL2,AGGF1;THAP11,2,0.15682,0.17386;0.13978,False,c1,hc-inco-t-0.9409-nc-25
dd59f58cda43,GABARAPL2,HMGB1;DR1,2,0.00244,0.11463;-0.10975,False,c1,hc-inco-t-0.9409-nc-25
83aac5c16ebd,GABBR1,ESRRG;SCMH1,2,0.19019,0.19091;0.18947,False,c1,hc-inco-t-0.8929-nc-21
63f7e1c19182,GABBR1,ENO1;PPARGC1A;HHAT;ZHX3;NCOA1;KCNIP1;SEMA4A;NR2F1;PARP1;NCBP2;TRIB1;NR3C2;THRA;ARNT2;MTHFD1;APEX1,16,0.2025,0.33361;0.30588;0.30025;0.28780;0.25027;0.24759;0.23027;0.21520;0.20633;0.19049;0.17841;0.12823;0.12025;0.09896;0.09677;0.04967,True,c1,hc-inco-t-0.8929-nc-21
ce1b29059d1e,GABBR1,MRPS25;SPAG7;HIVEP2;MAPK1,4,0.06218,0.16920;0.09945;0.02206;-0.04200,False,c1,hc-inco-t-0.8929-nc-21
e97ff4e475c9,GABBR1,HEY1;ZNF774,2,0.00921,0.04273;-0.02431,False,c1,hc-inco-t-0.8929-nc-21
3c4b53ae8fa0,GABBR1,NFYC;ZFP92,2,0.14752,0.16201;0.13303,False,c1,hc-inco-t-0.8929-nc-21
3b570fc2d7dd,GABBR1,SALL3;TFDP1,2,0.02347,0.04321;0.00373,False,c1,hc-inco-t-0.8929-nc-21
5f34e957a2b3,GABBR1,MAGEF1;FOXG1;CREBL2,3,0.05948,0.11110;0.05789;0.00945,False,c1,hc-inco-t-0.8929-nc-21
80e085ddfc03,GAP43,SSBP3;CELF4;GOT1;MYPOP;MEF2C;TCEAL6;STAU2,7,0.22372,0.31900;0.26938;0.23342;0.22829;0.21979;0.21591;0.08025,True,c1,hc-inco-t-0.949-nc-22
583cf9827f63,GAP43,EMX1;ADARB1,2,0.09842,0.10484;0.09201,False,c1,hc-inco-t-0.949-nc-22
ecccbe929903,GAPDH,ENO1;PKM,2,0.20628,0.24736;0.16520,False,c1,hc-inco-t-0.9351-nc-21
28158d91b82b,GAPDH,MRPL2;UBE2V1,2,0.09824,0.20371;-0.00724,False,c1,hc-inco-t-0.9351-nc-21
c63799303890,GAPDH,RAN;PSMA6;SUCLG1;SPAG7;GTF2F1;RAB7A;RFC2;APEX1;TPI1;ILF2,10,0.33056,0.49796;0.40713;0.40184;0.32952;0.32862;0.31425;0.30177;0.28819;0.22158;0.21479,True,c1,hc-inco-t-0.9351-nc-21
e581088ede34,GDI1,DDX20;RBBP5,2,0.03208,0.06975;-0.00559,False,c1,hc-inco-t-0.8796-nc-14
196105ff57d6,GDI1,GOT1;PQBP1;ZNF213,3,0.04545,0.14724;0.01074;-0.02163,False,c1,hc-inco-t-0.8796-nc-14
3f7784ffac11,GDI1,E2F4;POLR2A;NFYC,3,0.09488,0.15085;0.08413;0.04965,False,c1,hc-inco-t-0.8796-nc-14
5ee49b5a49bb,GDI1,TBPL1;SSRP1;CSNK2B,3,0.09146,0.11973;0.11202;0.04263,False,c1,hc-inco-t-0.8796-nc-14
006bd952d548,GDI1,ZNF777;LDB1,2,0.07852,0.12567;0.03137,False,c1,hc-inco-t-0.8796-nc-14
3edf41d8f8fb,GDI1,TERF2;NOC2L;ZSCAN18;GTF2F1;HDAC8;CTBP1;PSMD12;SPATS2;PKM;SMAP2;WRNIP1;PPP5C;FOXK2;MEF2D;ASH2L,15,0.25788,0.43746;0.40483;0.38071;0.36494;0.34993;0.34070;0.25397;0.23177;0.19628;0.18456;0.17812;0.17532;0.15889;0.13854;0.07220,True,c1,hc-inco-t-0.8796-nc-14
0e85bfb76a7f,GDI1,RUFY3;DMAP1;UBE2V1,3,0.07087,0.12572;0.05794;0.02894,False,c1,hc-inco-t-0.8796-nc-14
5f51d0de4c8f,GFAP,NFATC2;RFX4,2,0.01209,0.04535;-0.02117,False,c1,hc-inco-t-0.8809-nc-27
2d8bf91bd42e,GFAP,ZNF114;STAT5A;GSX2;NMI;TBX19;SPR;YBX1;ZBTB7B;SPI1,9,0.17005,0.26790;0.22410;0.20067;0.18817;0.17143;0.16328;0.12406;0.09877;0.09210,False,c1,hc-inco-t-0.8809-nc-27
9eed5efdcdca,GFAP,NFE2L1;CEBPB,2,0.05642,0.06897;0.04386,False,c1,hc-inco-t-0.8809-nc-27
e196b9eff6e2,GFAP,TRIP10;EOMES;ZEB1,3,0.1547,0.23052;0.21246;0.02113,False,c1,hc-inco-t-0.8809-nc-27
cd020aca972d,GFAP,PCK2;CEBPE,2,0.42572,0.45626;0.39519,True,c1,hc-inco-t-0.8809-nc-27
42300b5b5387,GFAP,ETV7;STAT2,2,0.04501,0.06574;0.02428,False,c1,hc-inco-t-0.8809-nc-27
04eca307e55d,GFAP,ZNF35;LMO2;DDIT3;NONO;SOX4,5,0.19235,0.24095;0.21931;0.20205;0.19323;0.10622,False,c1,hc-inco-t-0.8809-nc-27
a01d42a92bfe,GFAP,SNAI1;ATF4,2,0.06948,0.10181;0.03715,False,c1,hc-inco-t-0.8809-nc-27
9b17d10fe92d,GFAP,GPD1;FOXB1,2,0.0367,0.08920;-0.01580,False,c1,hc-inco-t-0.8809-nc-27
446aa6831240,GFAP,STAT1;ZNF7;GTF3C2;PUM3;GTF2IRD1;TCF3;YOD1,7,0.05691,0.09223;0.07404;0.07404;0.06741;0.06655;0.02994;-0.00585,False,c1,hc-inco-t-0.8809-nc-27
177c1c4d223b,GFAP,ZNF621;POU2AF1;TRIM21,3,0.10062,0.15900;0.13406;0.00879,False,c1,hc-inco-t-0.8809-nc-27
6869bf8cbab3,GFAP,ELF4;SP1,2,0.10683,0.13524;0.07842,False,c1,hc-inco-t-0.8809-nc-27
a0a54dd2e08f,GJA1,MSI2;PPARA;PDLIM5;NR2E1;GPAM;SALL2;TRPS1;ID4;PAX6,9,0.28942,0.38736;0.34897;0.33379;0.32562;0.29183;0.27773;0.23914;0.21385;0.18653,True,c1,hc-inco-t-0.9039-nc-13
aa0dd3ebf513,GJA1,ZHX3;SOX2,2,0.03364,0.06474;0.00254,False,c1,hc-inco-t-0.9039-nc-13
087ad87b29b5,GLUL,PARP1;HADHB;EZR,3,0.20734,0.25399;0.24180;0.12622,True,c1,hc-inco-t-0.8803-nc-32
bf22e86344b7,GLUL,HIF1A;TCF7L2,2,0.0957,0.13325;0.05815,False,c1,hc-inco-t-0.8803-nc-32
dd9689a1b4df,GLUL,DMC1;BCL6,2,0.00914,0.02569;-0.00740,False,c1,hc-inco-t-0.8803-nc-32
2a9be23c3a8a,GNAS,JAZF1;CTBP1;ZNF554;ZCCHC17,4,0.05266,0.12260;0.04939;0.04610;-0.00745,False,c1,hc-inco-t-0.9177-nc-13
67c8c1d51c88,GNAS,ADARB1;PQBP1,2,0.1067,0.23915;-0.02575,False,c1,hc-inco-t-0.9177-nc-13
220aec849520,GNAS,MRPS25;MYPOP,2,0.0795,0.09110;0.06791,False,c1,hc-inco-t-0.9177-nc-13
74ab3ab027b6,GNAS,YWHAZ;SMAP2;DUSP26;SPAG7;TCEAL2;GOT1;SPATS2;UBE2K;SNAPC5;MAPK1,10,0.23079,0.30533;0.29509;0.28969;0.28227;0.25391;0.24439;0.19393;0.18792;0.18709;0.06826,True,c1,hc-inco-t-0.9177-nc-13
e7578db9028f,GNB1,CBX7;MEF2C;MTA3;STAU2;ADARB1;UGP2,6,0.25154,0.38468;0.35957;0.33899;0.22891;0.10756;0.08950,True,c1,hc-inco-t-0.9249-nc-25
46751c5dcdeb,GNB1,JAZF1;ZMAT2,2,0.02043,0.04085;0.00002,False,c1,hc-inco-t-0.9249-nc-25
6e4068ef26fc,GNB1,LARP1;ZNF622,2,0.04222,0.06567;0.01877,False,c1,hc-inco-t-0.9249-nc-25
cda90fd8fee4,GNB1,SPATS2;GOT1;HLF;ZNF25;TAF9;UBE2K,6,0.22909,0.31680;0.24307;0.23630;0.22617;0.19404;0.15814,False,c1,hc-inco-t-0.9249-nc-25
1a3aee9c2df6,GNB1,DPF1;ZNF821,2,0.00799,0.02148;-0.00549,False,c1,hc-inco-t-0.9249-nc-25
479af7d436f4,GNB2,NR1H2;PPP5C,2,0.08754,0.10359;0.07150,False,c1,hc-inco-t-0.9147-nc-21
68f72e30509b,GNB2,DNTTIP1;RBM42;CSNK2B;USP39;TRIM28;ZNF787;E4F1;ILF2;P4HB;SND1;ZSCAN18;USF1;TIMM44;ZNF256,14,0.14931,0.23880;0.22581;0.22467;0.21998;0.21902;0.21065;0.20936;0.20136;0.17825;0.10891;0.08260;0.07608;0.01519;-0.12034,False,c1,hc-inco-t-0.9147-nc-21
315c1b4586b7,GNB2,ASPSCR1;SSRP1;ZNF777,3,0.03223,0.14208;0.00201;-0.04740,False,c1,hc-inco-t-0.9147-nc-21
40426ce967a7,GNB2,NUCB1;ZNF408;ZNF581,3,0.09704,0.12048;0.09801;0.07264,False,c1,hc-inco-t-0.9147-nc-21
384e164ad890,GNB2,CTBP1;RAB7A;WRNIP1,3,0.25612,0.28582;0.25055;0.23200,True,c1,hc-inco-t-0.9147-nc-21
