uid,target,sources,n_source,silhouette_score,sil_gene_scores,sil_score_optimal,note,cluster_note
4e13ba41a395,ABCA2,FLI1;ZNF322;ZSCAN9;ZFY,4,0.0497,0.14712;0.13968;0.11857;-0.20655,False,c1,hc-inco-t-0.9248-nc-26
81e41229e5a5,ABCA2,SMAD7;ZNF557;LEF1;AKR1A1,4,0.13093,0.21542;0.19999;0.10979;-0.00149,False,c1,hc-inco-t-0.9248-nc-26
168166b34655,ABCA2,SNRNP70;ARFGAP1,2,0.07827,0.08742;0.06912,False,c1,hc-inco-t-0.9248-nc-26
bab9afb05784,ABCA2,BNC2;POU2F2;RUNX1;SP9;ZKSCAN1;FOXP2;DAB2;TRIM28;IRF3,9,0.05761,0.12626;0.11434;0.11326;0.09928;0.06811;0.04480;0.03929;-0.03587;-0.05098,False,c1,hc-inco-t-0.9248-nc-26
a5929ef7922d,ABCA2,USF2;PUM3,2,0.19796,0.22624;0.16969,False,c1,hc-inco-t-0.9248-nc-26
34dfbf04c0ca,ABCA2,GLYCTK;MYBL1;ZNF114;SOX8;TBX6;STAT6;GTF3C5;ZNF239;CERS4;ZNF536,10,0.17948,0.34252;0.30421;0.28544;0.26997;0.25085;0.16665;0.14120;0.12214;-0.02164;-0.06650,False,c1,hc-inco-t-0.9248-nc-26
ff77843cfc8f,ABCA2,NFATC3;RXRG,2,0.35248,0.37667;0.32830,True,c1,hc-inco-t-0.9248-nc-26
890a9114ac0a,ABCA2,ZNF397;MYRF;TFEB,3,0.25858,0.29986;0.27498;0.20089,False,c1,hc-inco-t-0.9248-nc-26
040594034309,ACADVL,TCF3;ACAA1;IRF3;CYB5R1;GTF2IRD1;HMBOX1;HDAC1;CREB3L4;IVD;ZXDC;TRIM28;SNRNP70,12,0.13811,0.24706;0.24562;0.16387;0.16024;0.15239;0.14015;0.13193;0.12009;0.11542;0.07839;0.06444;0.03776,True,c1,hc-inco-t-0.8382-nc-29
f2a0affcc9d5,ACADVL,ZNF629;JDP2,2,0.08126,0.12898;0.03353,False,c1,hc-inco-t-0.8382-nc-29
0417332705d2,ACADVL,RNF114;USP39;NRF1;ILF3;ZNF763,5,0.04211,0.10439;0.07953;0.02790;-0.00008;-0.00117,False,c1,hc-inco-t-0.8382-nc-29
b0eb00ca55d1,ACADVL,DPF2;GTF3C5,2,0.0238,0.07213;-0.02453,False,c1,hc-inco-t-0.8382-nc-29
7da05c953983,ACADVL,HNRNPUL1;PPP1R10,2,0.04416,0.04633;0.04200,False,c1,hc-inco-t-0.8382-nc-29
23578b1156f3,ACADVL,ZNF766;GTF3C2,2,0.00452,0.03001;-0.02098,False,c1,hc-inco-t-0.8382-nc-29
fb0f3bdd4c85,ACADVL,PHF12;RELA,2,0.0703,0.08474;0.05585,False,c1,hc-inco-t-0.8382-nc-29
ad2b148f8a12,ACADVL,RREB1;TCF7L2,2,0.03672,0.06151;0.01194,False,c1,hc-inco-t-0.8382-nc-29
501b129d69bf,ACADVL,ZNF687;CRTC2,2,0.03442,0.04721;0.02164,False,c1,hc-inco-t-0.8382-nc-29
4cf69640c765,ACADVL,METTL3;PHF1,2,0.00043,0.00436;-0.00350,False,c1,hc-inco-t-0.8382-nc-29
082a1b9b73dd,ACADVL,ARID3B;BCL6,2,0.03994,0.05810;0.02178,False,c1,hc-inco-t-0.8382-nc-29
0166669f94c0,ACADVL,ESRRA;HSF4;KMT2B,3,0.09186,0.13991;0.09481;0.04086,False,c1,hc-inco-t-0.8382-nc-29
e9d01a9e242e,ACADVL,ZNF419;PPP5C;ABL1,3,0.02503,0.05035;0.01353;0.01121,False,c1,hc-inco-t-0.8382-nc-29
85f7e51f905f,ACTB,UBE2V1;NFYC;NUCB1,3,0.01996,0.07263;0.00756;-0.02030,False,c1,hc-inco-t-0.8807-nc-23
8a073b09d88e,ACTB,HNRNPLL;KAT7;USP39,3,0.02998,0.06024;0.05857;-0.02887,False,c1,hc-inco-t-0.8807-nc-23
2c8d34cf9a92,ACTB,LRRFIP1;DUSP22;RFC2;PQBP1;APEX2;ZBTB22;ANXA11,7,0.00055,0.08545;0.03458;0.01465;-0.01725;-0.01865;-0.03205;-0.06289,False,c1,hc-inco-t-0.8807-nc-23
577b4a77d88d,ACTB,MRPL2;ZNF263;PSMC2,3,0.0293,0.06110;0.01772;0.00907,False,c1,hc-inco-t-0.8807-nc-23
ba28d30d3c9c,ACTB,ZNF597;SF1,2,0.03438,0.06646;0.00229,False,c1,hc-inco-t-0.8807-nc-23
8fd93b8b3ae5,ACTB,P4HB;ZNF329,2,0.03769,0.07201;0.00337,False,c1,hc-inco-t-0.8807-nc-23
1a27000bc889,ACTB,ZNF513;HMGA1;DAZAP1;E2F4,4,0.08999,0.14665;0.14008;0.05292;0.02032,False,c1,hc-inco-t-0.8807-nc-23
13f38047a805,ACTB,CNOT4;SMAP2,2,0.03041,0.03909;0.02173,False,c1,hc-inco-t-0.8807-nc-23
4e5892929547,ACTB,MBD2;ZNF746,2,0.01895,0.03474;0.00316,False,c1,hc-inco-t-0.8807-nc-23
8f6b2fcdc435,ACTB,PSMA6;WRNIP1,2,0.06522,0.06880;0.06164,False,c1,hc-inco-t-0.8807-nc-23
bd32fd8f8b6b,ACTB,E4F1;PPP5C;TRIM28,3,0.08679,0.09732;0.09193;0.07111,False,c1,hc-inco-t-0.8807-nc-23
d045326d804d,ACTB,TMEM33;ASH2L;RUFY3,3,0.0195,0.05387;0.00542;-0.00079,False,c1,hc-inco-t-0.8807-nc-23
f4d29056dd02,ACTB,GTF2F1;RAB7A;TERF2;ZNF777;CTBP1;NOC2L;SND1;ZSCAN18;RAN;HDAC8;AKR1A1;PKM;DNTTIP1;USF1;RBBP5;YY1;SSRP1;HNRNPA0;TIMM44,19,0.163,0.30559;0.28284;0.27639;0.25451;0.24311;0.19662;0.17383;0.16639;0.15543;0.15187;0.14405;0.12479;0.12460;0.12188;0.09395;0.08812;0.08206;0.07253;0.03840,True,c1,hc-inco-t-0.8807-nc-23
ff132eabe2c8,ACTB,FOXK2;NPDC1;UBE2K;MEF2D,4,0.00579,0.06206;-0.00702;-0.01073;-0.02116,False,c1,hc-inco-t-0.8807-nc-23
5c3293d56f27,ACTG1,PPP5C;ZNF706;ZNF263;ZSCAN18,4,0.00206,0.04924;0.03055;-0.01769;-0.05387,False,c1,hc-inco-t-0.8965-nc-19
fa57217410cb,ACTG1,ZMAT2;ZNF584,2,0.04494,0.07312;0.01677,False,c1,hc-inco-t-0.8965-nc-19
e157ebc1004d,ACTG1,ZNF777;AKR1A1;ZNF629,3,0.0098,0.09835;0.01717;-0.08612,False,c1,hc-inco-t-0.8965-nc-19
995c2f2f456f,ACTG1,CPSF4;APEX1,2,0.10839,0.15945;0.05732,False,c1,hc-inco-t-0.8965-nc-19
75dac21b8087,ACTG1,PSMC2;UBE2V1,2,0.08394,0.08555;0.08233,False,c1,hc-inco-t-0.8965-nc-19
79fa5b00986a,ACTG1,HNRNPC;GTPBP1;HSF2,3,0.08354,0.09997;0.08035;0.07030,False,c1,hc-inco-t-0.8965-nc-19
cb8a1fcb2be9,ACTG1,ASH2L;TSN,2,0.2739,0.31021;0.23760,True,c1,hc-inco-t-0.8965-nc-19
bd728833cb7c,ACTG1,POLE3;PKM;E4F1;TRIM28;ZNF875;UTP18,6,0.02201,0.06811;0.06219;0.03434;0.02597;0.02557;-0.08414,False,c1,hc-inco-t-0.8965-nc-19
ebca4a1a8189,ACTG1,RFC2;GTF2F1;RAN;TAF9;RAB7A;YWHAE;DNTTIP1;SPAG7;ILF2;MRPL2;PSMA6;CTBP1;SND1;HNRNPA0;TAF7;TPI1;CSNK2B,17,0.18988,0.35236;0.34924;0.33288;0.30415;0.23517;0.21999;0.21004;0.18972;0.17516;0.16502;0.14682;0.11996;0.11306;0.10701;0.09753;0.05760;0.05230,False,c1,hc-inco-t-0.8965-nc-19
dcbad06e09bd,ACTG1,NCBP2;THRA;PQBP1,3,0.10815,0.16549;0.09583;0.06314,False,c1,hc-inco-t-0.8965-nc-19
5f2fec3dbaa9,AHCYL1,ASCC1;NCOA1,2,0.0252,0.04023;0.01016,False,c1,hc-inco-t-0.9398-nc-31
7456ddf665a8,AHCYL1,TCF7L1;IVD,2,0.11818,0.17034;0.06603,False,c1,hc-inco-t-0.9398-nc-31
740a06face49,AHCYL1,RXRA;EPAS1;MSI2;ASAP3,4,0.07216,0.16393;0.14821;0.05070;-0.07420,False,c1,hc-inco-t-0.9398-nc-31
a6f6de1fd160,AHCYL1,PML;PARP1,2,0.11045,0.14748;0.07342,False,c1,hc-inco-t-0.9398-nc-31
c3c9eb1ccf77,AHCYL1,PCK2;AIRE,2,0.08962,0.18206;-0.00283,False,c1,hc-inco-t-0.9398-nc-31
35f8ae58c8f2,AHCYL1,ZNF844;STAT5A,2,0.01382,0.06283;-0.03519,False,c1,hc-inco-t-0.9398-nc-31
260fbccc2cc5,AHCYL1,PDLIM5;STAT3;FOXH1,3,0.0827,0.08446;0.08257;0.08108,False,c1,hc-inco-t-0.9398-nc-31
4475c5282ab0,AHCYL1,GLIS3;TCF7L2;RFX4;PAX6;ZNF516,5,0.2005,0.26548;0.23909;0.23685;0.17084;0.09022,True,c1,hc-inco-t-0.9398-nc-31
44679de58b9a,ALDOC,HADHB;ENO1;EZR,3,0.28842,0.36224;0.29903;0.20400,True,c1,hc-inco-t-0.9198-nc-14
6e5fa771e3be,ALDOC,EMX2;NR2E1;HMGB3,3,0.13131,0.20866;0.12592;0.05934,False,c1,hc-inco-t-0.9198-nc-14
e5a03bb60fcc,ANXA5,ZXDC;HMGB2,2,0.10854,0.15332;0.06376,False,c1,hc-inco-t-0.8688-nc-25
6d16bf7a3675,ANXA5,HNRNPH3;TAF1A,2,0.07979,0.08902;0.07056,False,c1,hc-inco-t-0.8688-nc-25
c7cdc67294e7,ANXA5,HNRNPC;ILF2,2,0.1101,0.14622;0.07398,False,c1,hc-inco-t-0.8688-nc-25
f5efef3f5030,ANXA5,MYBL1;NFKB1;SP1,3,0.07121,0.21826;0.04249;-0.04712,False,c1,hc-inco-t-0.8688-nc-25
c08a25114bf5,ANXA5,ZNF140;ZBTB7B,2,0.003,0.02822;-0.02221,False,c1,hc-inco-t-0.8688-nc-25
8c98833c4bc8,ANXA5,ZNF333;PATZ1,2,0.11908,0.13186;0.10631,False,c1,hc-inco-t-0.8688-nc-25
1f09511aeeaf,ANXA5,HMG20B;PARP1,2,0.03558,0.05346;0.01770,False,c1,hc-inco-t-0.8688-nc-25
a79788f04130,ANXA5,TSC22D4;ZNF766,2,0.02066,0.05476;-0.01344,False,c1,hc-inco-t-0.8688-nc-25
b37c9458b536,ANXA5,ATF7;CREB3L2,2,0.03422,0.03561;0.03283,False,c1,hc-inco-t-0.8688-nc-25
ad4b997a08a2,ANXA5,ELK3;ZNF267,2,0.02772,0.03831;0.01714,False,c1,hc-inco-t-0.8688-nc-25
e665b2f18a37,ANXA5,HMBOX1;ZNF44,2,0.04012,0.04091;0.03934,False,c1,hc-inco-t-0.8688-nc-25
01ac02f7f374,ANXA5,MXI1;GLIS3;ZNF394,3,0.00274,0.05714;-0.01287;-0.03604,False,c1,hc-inco-t-0.8688-nc-25
2abaf3089d84,ANXA5,ATF5;SPI1,2,0.07419,0.07644;0.07194,False,c1,hc-inco-t-0.8688-nc-25
07fefdb7756b,ANXA5,SFT2D1;ZNF274,2,0.0272,0.04498;0.00943,False,c1,hc-inco-t-0.8688-nc-25
32a50d8690ca,ANXA5,ZNF207;IRF3;ZNF438;NONO;SP110,5,0.04725,0.07625;0.06790;0.06175;0.02557;0.00479,False,c1,hc-inco-t-0.8688-nc-25
14dbff39edd9,ANXA5,ASCC1;RNF114;RBM17;ZNF227;CEBPZ;ZNF143;ZNF22;HDAC1;NFE2L2;STAT5A;RELA;VAMP3;MYLK;ACAA1;ATF6;IRF2;ZNF7;CAT;ZNF800;NFATC1;RBM7;HNRNPUL1;YBX1,23,0.0997,0.27361;0.18779;0.17020;0.15201;0.14108;0.14078;0.13558;0.12101;0.10639;0.09521;0.08505;0.08454;0.08140;0.08046;0.07710;0.06542;0.06122;0.05807;0.05472;0.04716;0.04297;0.03523;-0.00393,False,c1,hc-inco-t-0.8688-nc-25
41c67c042f15,ANXA5,RCOR1;IVD,2,0.17729,0.19441;0.16017,True,c1,hc-inco-t-0.8688-nc-25
19dfafe1d86f,ANXA5,RUVBL1;ZNF586;CHD2;REST;CERS2;SMARCA5,6,0.08741,0.18006;0.12379;0.08927;0.08099;0.04344;0.00692,False,c1,hc-inco-t-0.8688-nc-25
00fef064d5ae,AP2M1,KAT7;RXRB,2,0.04153,0.04236;0.04070,False,c1,hc-inco-t-0.9227-nc-28
2f8b336da6bf,AP2M1,GTF2F1;UBE2V1,2,0.12242,0.14288;0.10196,False,c1,hc-inco-t-0.9227-nc-28
8e949fe1bf5d,AP2M1,TAF9;TPI1,2,0.03176,0.03780;0.02573,False,c1,hc-inco-t-0.9227-nc-28
36da28e7a706,AP2M1,PQBP1;ZNF25;GOT1,3,0.24887,0.26625;0.24738;0.23297,True,c1,hc-inco-t-0.9227-nc-28
b2f73ad1a41c,AP2M1,JAZF1;ABCF2,2,0.00184,0.00623;-0.00254,False,c1,hc-inco-t-0.9227-nc-28
def002b8fd62,APLP1,TPPP;CPEB1,2,0.19178,0.32761;0.05595,False,c1,hc-inco-t-0.9333-nc-22
4167cfe7b71d,APLP1,ZNF189;PICK1,2,0.40942,0.44014;0.37871,True,c1,hc-inco-t-0.9333-nc-22
a3018de5d7e0,APLP2,ZFP64;SMAD2;RAB14;ZNF25;HIVEP2;ZNF134,6,0.06638,0.08932;0.08724;0.07337;0.07033;0.04911;0.02888,False,c1,hc-inco-t-0.8875-nc-17
e96b73f05385,APLP2,ZNF398;ZBTB49;ENO1,3,0.02694,0.05891;0.01270;0.00920,False,c1,hc-inco-t-0.8875-nc-17
466c396b2956,APLP2,GTPBP1;RCOR1;LDB1,3,0.01432,0.07038;-0.01214;-0.01527,False,c1,hc-inco-t-0.8875-nc-17
6952dcf0a90a,APLP2,TAF9;NUP133,2,0.02457,0.02963;0.01951,False,c1,hc-inco-t-0.8875-nc-17
aa3fa833ba5e,APLP2,HNRNPA0;MIEF1;ZKSCAN5;NONO;RAB7A;MTHFD1;APEX1;MAPK1;DHX36;ILF3;MAGEF1;RAN;POLR3A;ILF2;ZNF629;TFCP2;GTF2H3;ZBTB22;LARP1;PRNP;ZDHHC24;FIP1L1;SUCLG1;ZNF131;E2F3;ZNF777;SND1;FOXJ3;ZNF527;NCOA1;ZNF513;HIVEP1;SPAG7;PPP5C,34,0.14121,0.31933;0.29038;0.28477;0.26132;0.24960;0.24306;0.21088;0.20823;0.20773;0.20746;0.16666;0.16554;0.16346;0.15291;0.15208;0.14532;0.13963;0.13210;0.12644;0.12522;0.11743;0.10820;0.10686;0.10516;0.10151;0.06492;0.06073;0.05639;0.05485;0.04968;0.01303;0.01101;0.00434;-0.00498,True,c1,hc-inco-t-0.8875-nc-17
0062cc734bea,APOD,ZNF644;IRF2,2,0.09993,0.17141;0.02845,False,c1,hc-inco-t-0.9153-nc-12
7da2f011e36a,APOD,FEZ1;VAMP3,2,0.1256,0.13214;0.11906,True,c1,hc-inco-t-0.9153-nc-12
9fbd011ac676,APOD,MED30;ZNF22,2,0.06149,0.11926;0.00371,False,c1,hc-inco-t-0.9153-nc-12
32895d22190d,APOD,VEZF1;SOX8;SOX10;TFEB;ZNF652;ZFP57;TCF12;NKX6-2;HTATIP2;MITF;DMRT2;NAP1L1;ZNF24;OLIG2;MAX;CFL2;MYRF;SFT2D1;CERS2;RPS4X;FOXN2;HIRIP3,22,0.03605,0.12970;0.12773;0.10936;0.10879;0.09487;0.08616;0.08068;0.07701;0.07670;0.06962;0.04339;0.04207;0.03446;0.02330;0.01849;0.01443;-0.01958;-0.02435;-0.03735;-0.07751;-0.08986;-0.09499,False,c1,hc-inco-t-0.9153-nc-12
99a52feea9c1,APOE,EZR;HADHB,2,0.19582,0.20156;0.19007,True,c1,hc-inco-t-0.9509-nc-16
995edba47129,APOE,OTX1;SOX2,2,0.17056,0.21218;0.12893,False,c1,hc-inco-t-0.9509-nc-16
9b97e46ec425,APP,RBBP5;KDM2B,2,0.07275,0.08987;0.05563,False,c1,hc-inco-t-0.8943-nc-21
783d62612dd7,APP,TFCP2;XRCC1,2,0.0007,0.02777;-0.02637,False,c1,hc-inco-t-0.8943-nc-21
0e4a91d2ff37,APP,ZNF583;ZFP28,2,0.04406,0.04635;0.04178,False,c1,hc-inco-t-0.8943-nc-21
420b85499ea4,APP,KDM4C;TPPP;RAB14;ZBTB11;CPEB1;RXRB;NFX1;KAT7;HDAC2;LCOR;RUFY3;FOXK2;POLR3A;YY1;TERF2;LARP1;ZNF597;PHF20,18,0.23338,0.38584;0.35719;0.32675;0.31889;0.31811;0.30514;0.27433;0.24586;0.23813;0.20511;0.19984;0.18918;0.17811;0.17457;0.14966;0.14879;0.10475;0.08050,True,c1,hc-inco-t-0.8943-nc-21
6e3e53ed2440,APP,R3HDM2;ZNF721,2,0.0241,0.03473;0.01346,False,c1,hc-inco-t-0.8943-nc-21
1b2d4fc75e60,APP,DNMT1;ZNF142,2,0.03681,0.06168;0.01194,False,c1,hc-inco-t-0.8943-nc-21
0e61badbdff6,APP,ZNF131;ZNF529,2,0.0212,0.03843;0.00397,False,c1,hc-inco-t-0.8943-nc-21
95943dc05302,ARF1,NPDC1;SRF,2,0.05426,0.14991;-0.04138,False,c1,hc-inco-t-0.9404-nc-21
8430f1ffa36c,ARF1,GTF2F1;TERF2;NOC2L;ZNF335;ZSCAN18;CTBP1,6,0.25275,0.31133;0.31063;0.26962;0.22554;0.21149;0.18790,True,c1,hc-inco-t-0.9404-nc-21
06fcd590a03a,ARF1,WRNIP1;SPATS2,2,0.04058,0.05784;0.02332,False,c1,hc-inco-t-0.9404-nc-21
d89fe885a3f8,ARF3,TCEAL2;TAF9;ZMAT2,3,0.108,0.17094;0.12436;0.02870,True,c1,hc-inco-t-0.8897-nc-29
bc87cb416cc7,ARF3,UBE2K;UBE2V1,2,0.0979,0.14281;0.05299,False,c1,hc-inco-t-0.8897-nc-29
b3c5839d1124,ARF5,DUSP26;YWHAZ;SPAG7;TAF9;SNAPC5;GTF2F1;ZCCHC17;TCEAL2;ZSCAN18;UBE2V1;WRNIP1;USF1;ANXA11;THAP11;ZNF48;SPATS2,16,0.18686,0.27719;0.26612;0.26581;0.26171;0.25126;0.21145;0.20995;0.18078;0.17909;0.17427;0.17010;0.16886;0.16884;0.12395;0.05181;0.02855,True,c1,hc-inco-t-0.9117-nc-21
f9f1a4c2a967,ARF5,UBE2K;RBFOX2;ZNF25,3,0.11769,0.15872;0.14938;0.04496,False,c1,hc-inco-t-0.9117-nc-21
88351d6d05b2,ARF5,DNTTIP1;GTF3A;ECSIT,3,0.11458,0.19692;0.09594;0.05089,False,c1,hc-inco-t-0.9117-nc-21
86b10eab3c49,ARF5,HEY1;MAGEF1;ZNF622,3,0.02223,0.14864;-0.02202;-0.05994,False,c1,hc-inco-t-0.9117-nc-21
074814420d78,ARF5,MRPL1;GOT1;SNRPB2,3,0.07034,0.08329;0.07626;0.05148,False,c1,hc-inco-t-0.9117-nc-21
ca712faded05,ARHGDIG,ARNTL2;MESP1;SNAPC5,3,0.04891,0.11744;0.03218;-0.00289,False,c1,hc-inco-t-0.9262-nc-9
403d1ace01f4,ARHGDIG,DPF1;PRDX5;MYPOP;MEIS3;SSBP3;STUB1;CTBP1;ECSIT;FHL2;CREB3;ZNF653;GOT1;BAD;SPATS2;CXXC5;SCAND1,16,0.21834,0.39089;0.38168;0.36306;0.32471;0.29140;0.26008;0.24186;0.22761;0.20558;0.20041;0.17135;0.15181;0.11232;0.07586;0.05939;0.03548,True,c1,hc-inco-t-0.9262-nc-9
ee8f9010fe27,ARHGDIG,MTA3;TPI1,2,0.02509,0.05721;-0.00703,False,c1,hc-inco-t-0.9262-nc-9
5e4096d0aab8,ARHGDIG,NELFB;PRDM12;ZCCHC17,3,0.11973,0.16067;0.16005;0.03848,False,c1,hc-inco-t-0.9262-nc-9
414cb7926209,ARHGDIG,ZBTB45;EGR3,2,0.06288,0.10956;0.01619,False,c1,hc-inco-t-0.9262-nc-9
825762f52814,ARHGDIG,RAB2A;DUSP26,2,0.02344,0.04689;0.00000,False,c1,hc-inco-t-0.9262-nc-9
f74267d981a2,ARL2,WDR83;NME1;PQBP1;PRDX5;SPAG7;ECSIT;DUSP26;DRAP1;DPF1;CREB3;ZNF622;SMUG1;CTBP1;STUB1;SOD1;NELFB;MRPL2;GOT1;GTF3A;TCEAL6;VPS72;C19orf25;ZBTB45;UBXN1;ZNF48;ZNF653,26,0.25848,0.43092;0.40747;0.39381;0.37595;0.37494;0.37455;0.36660;0.35883;0.34193;0.32193;0.31367;0.29801;0.27570;0.27479;0.26332;0.24944;0.23728;0.20675;0.16688;0.13592;0.12827;0.11791;0.10647;0.07755;0.06778;0.05393,True,c1,hc-inco-t-0.8771-nc-5
d59a4dd1c699,ARL2,CXXC5;ZNF575,2,0.0979,0.12841;0.06738,False,c1,hc-inco-t-0.8771-nc-5
c71883a55fcd,ARL2,TPI1;RBM42,2,0.14222,0.15247;0.13197,False,c1,hc-inco-t-0.8771-nc-5
e63062896eb9,ARL6IP1,TBL1XR1;SOD1,2,0.09662,0.13796;0.05529,False,c1,hc-inco-t-0.9257-nc-38
d011c5b37901,ARL6IP1,HSF2;AGGF1;SRP9,3,0.06104,0.14189;0.04464;-0.00342,False,c1,hc-inco-t-0.9257-nc-38
9cc0194471a2,ARL6IP1,RAB2A;YWHAE,2,0.11022,0.13648;0.08396,True,c1,hc-inco-t-0.9257-nc-38
36d7e23f380d,ARL6IP1,RAB18;MAPK1;ZMAT2,3,0.01986,0.05606;0.00493;-0.00140,False,c1,hc-inco-t-0.9257-nc-38
ef555cfc7663,ARL6IP1,RAN;MAGEF1,2,0.10262,0.15428;0.05097,False,c1,hc-inco-t-0.9257-nc-38
92c2adcfbc0a,ARL6IP4,ZNF688;WDR83,2,0.05107,0.08379;0.01835,False,c1,hc-inco-t-0.8827-nc-9
1c6c10fe5731,ARL6IP4,BAD;PRDX5;CREB3;C19orf25;DRAP1;ETFB;STUB1;SCAND1;RPL35,9,0.29894,0.45032;0.43240;0.35473;0.35261;0.30671;0.30312;0.24789;0.17095;0.07174,False,c1,hc-inco-t-0.8827-nc-9
d34f979afc05,ARL6IP4,UQCRB;RPL6;DBP,3,0.30265,0.41030;0.29920;0.19845,True,c1,hc-inco-t-0.8827-nc-9
72afffc8902d,ARL6IP4,NELFB;RPS10,2,0.07556,0.17147;-0.02035,False,c1,hc-inco-t-0.8827-nc-9
31624f71ca11,ARPC3,RAB7A;RAN,2,0.02643,0.03745;0.01541,False,c1,hc-inco-t-0.9862-nc-18
141091d83a58,ARPC3,MAGEF1;CSNK2B,2,0.06755,0.07195;0.06315,False,c1,hc-inco-t-0.9862-nc-18
bcb176e1a120,ARPC3,GTF2B;SNRPB2;PSMA6;RFC2;DNTTIP1;THAP11,6,0.44726,0.55613;0.51952;0.47180;0.46637;0.33928;0.33049,True,c1,hc-inco-t-0.9862-nc-18
64b188399466,ATF4,THAP11;USP39;ZNF576;ILF2,4,0.19861,0.28644;0.25283;0.22493;0.03026,True,c1,hc-inco-t-0.8458-nc-39
74039c2809a6,ATF4,MAGOH;RFC2;NFIC,3,0.02868,0.10354;0.07009;-0.08759,False,c1,hc-inco-t-0.8458-nc-39
9b100e32fe93,ATF4,SF1;DRAP1,2,0.00016,0.00603;-0.00570,False,c1,hc-inco-t-0.8458-nc-39
0ad2cb8a6f87,ATF4,TRIM28;HSPA5;HNRNPH3;ESRRA;NFE2L2;DDIT3;ZNF768;RNF114;USF2;ATF5,10,0.12774,0.21804;0.20430;0.17467;0.17166;0.16022;0.14162;0.11940;0.04813;0.04774;-0.00838,False,c1,hc-inco-t-0.8458-nc-39
a48489cab62d,ATF4,ACAA1;DPF2,2,0.00857,0.04894;-0.03179,False,c1,hc-inco-t-0.8458-nc-39
53972d8aed07,ATF4,RIOK2;TAF7,2,0.06022,0.10427;0.01618,False,c1,hc-inco-t-0.8458-nc-39
8ca88e58195f,ATF4,ZNF586;TRMO,2,0.06916,0.10322;0.03509,False,c1,hc-inco-t-0.8458-nc-39
144e4a521b12,ATF4,RAN;SPR,2,0.03002,0.06104;-0.00099,False,c1,hc-inco-t-0.8458-nc-39
b30b7f435681,ATF4,RAB7A;FEZ1,2,0.08888,0.13232;0.04545,False,c1,hc-inco-t-0.8458-nc-39
3afcc7f7d415,ATP1A2,ZHX3;PAX6,2,0.13782,0.18075;0.09489,False,c1,hc-inco-t-0.9239-nc-12
da9913b169cd,ATP1A2,NR2E1;GPAM;EZR;PPARA,4,0.31207,0.44764;0.39450;0.35242;0.05372,True,c1,hc-inco-t-0.9239-nc-12
ad812e501b17,ATP1A3,EGR3;ZNF335,2,0.03958,0.05032;0.02884,False,c1,hc-inco-t-0.891-nc-9
911d383d8bb0,ATP1A3,MEF2C;NCOR2;SRF,3,0.02662,0.05063;0.04561;-0.01639,False,c1,hc-inco-t-0.891-nc-9
568c6cee7445,ATP1A3,PRDM11;FOXK2,2,0.10354,0.14810;0.05898,False,c1,hc-inco-t-0.891-nc-9
f8400c2d2471,ATP1A3,MEF2D;RBFOX2;CELF5;ADARB1;ZNF48;SMAP2;GOT1;YWHAZ;SPATS2;ZNF554;ZNF324;MYPOP;ATOH7;ZBTB7A;CTBP1;NOC2L;TCEAL6;MAP4K2;LARP1;RAB2A;TERF2;ZNF835;PRDM12;NEUROD2;POLR3A;MNT;SRRM3;SREBF2;BRF2;ZNF282;MAPK1;ZNF280B;RXRB,33,0.28304,0.46184;0.45140;0.44654;0.43320;0.38930;0.38121;0.37831;0.37792;0.37267;0.34242;0.32998;0.31989;0.30727;0.30521;0.30143;0.29773;0.28055;0.26231;0.26189;0.25978;0.23891;0.23806;0.23147;0.21116;0.18878;0.18843;0.18666;0.18250;0.17491;0.17013;0.15976;0.12588;0.08294,True,c1,hc-inco-t-0.891-nc-9
afd373f0afef,ATP1A3,E2F3;ZNF831,2,0.13753,0.19359;0.08147,False,c1,hc-inco-t-0.891-nc-9
e2c26b7c9a6d,ATP1B2,RFX4;ASAP3,2,0.05311,0.09826;0.00796,False,c1,hc-inco-t-0.8981-nc-33
aad0aacb5d80,ATP1B2,GLIS2;EPAS1;STAT3,3,0.02876,0.12991;0.09471;-0.13833,False,c1,hc-inco-t-0.8981-nc-33
0d9b08336385,ATP1B2,BHLHE40;RARG,2,0.0481,0.08426;0.01194,False,c1,hc-inco-t-0.8981-nc-33
4ebc4751176c,ATP1B2,TAL2;NFIA,2,0.04844,0.08010;0.01679,False,c1,hc-inco-t-0.8981-nc-33
7caa32c05bf1,ATP1B2,ZNF423;EZR,2,0.14248,0.20036;0.08460,True,c1,hc-inco-t-0.8981-nc-33
f0dcabbb7cc0,ATP5F1B,SPAG7;APEX1,2,0.14676,0.28422;0.00930,True,c1,hc-inco-t-0.9409-nc-23
c267c86fd9ad,ATP5F1B,TAF9;PSMA6;ZMAT2,3,0.10702,0.19768;0.09848;0.02491,False,c1,hc-inco-t-0.9409-nc-23
52500e4e749a,ATP5ME,NMRAL1;YWHAE,2,0.03006,0.03962;0.02050,False,c1,hc-inco-t-0.9265-nc-12
1a4a1fccdbff,ATP5ME,UQCRB;BAD;DRAP1;ETFB;POLE4;RPS10;WDR83;PQBP1;ZCCHC17;PRDX5;UBXN1;NME1;TCEAL2,13,0.18204,0.33282;0.32516;0.30837;0.28244;0.22076;0.19503;0.18985;0.14041;0.13863;0.13511;0.05779;0.03825;0.00184,True,c1,hc-inco-t-0.9265-nc-12
