uid,target,sources,n_sources,note
4fa3fc3248c8,OAZ1,ARID5A;ASCC1;BCL3;BCL6;CEBPB;CEBPD;CIC;CREB3;DAZAP1;DNTTIP1;DUSP22;ELF3;EPAS1;ERF;FOSL2;GLIS2;HCLS1;ID2;IRF1;JUNB;KDM4B;KDM5D;KLF10;KLF16;MAFG;MDM2;MLXIP;MYCL;NELFB;NFE2L2;NFIL3;NFKB2;NMRAL1;NR1H2;RELA;RELB;RFXANK;SNAI1;SOX4;SPI1;STAT3;STAT6;TAGLN2;TEAD3;TEAD4;TRAF4;TRIB2;TRIP10;UBB;ZNF189;ZNF384;ZNF410;ZNF513,53,exp-coregnet_pan-tool-coregnet
d913c3c60706,OLFM4,ARID5A;BCL3;BCL6;CEBPD;ELF3;ETS2;FOSB;FOSL2;HCLS1;IRF1;IRF7;IRF9;JUNB;KDM5D;MSC;MYCL;NFIL3;NFKB2;RELB;SPI1;STAT3;TAGLN2;TRIB2;UBB,24,exp-coregnet_pan-tool-coregnet
86b505c34cea,P4HB,A1CF;AKR1A1;APEX1;ARID5A;ASCC1;BCL3;CANX;CEBPD;CYCS;ELF3;ENO1;ESRRA;ETS2;FOS;FOSB;FOSL2;FOXQ1;HES6;HNRNPA1;HSPA5;IRF1;JUNB;KDM5D;LTF;MBNL2;MYCL;NFE2L2;NFIC;NFIL3;NFKB2;NME1;NR4A1;ODC1;P4HB;PSMA6;RAN;RBM3;RBMS1;RPL35;RPL6;RPS4X;RXRA;SND1;SREBF2;STAT3;TAGLN2;TEAD4;UBB;UGP2;XBP1;YBX1;YWHAZ;ZBTB7B;ZNF165;ZNF524;ZNF598,56,exp-coregnet_pan-tool-coregnet
35f984d87b6a,PABPC4,ASCC1;ATF6;BCL6;BHLHA15;CEBPD;ELF3;EPAS1;FOS;FOSL2;FOXO3;GADD45A;HCLS1;HEYL;HSF1;KLF10;KLF11;KLF13;KLF15;KLF5;KLF9;MYCL;NFIC;NR4A2;PHF1;POU5F1;RFC2;RORA;SNAI2;SOX4;STAT3;STAT5A;TAGLN2;TEAD4;XBP1;YEATS4;YWHAZ;ZBTB16;ZNF622;ZNF706;ZNF710;ZNF85,41,exp-coregnet_pan-tool-coregnet
32eb28a414ea,PDCD4,ACO1;ASCC1;ATF6;BCL6;BHLHA15;CEBPD;ELF3;FOXO3;HEYL;HIF3A;HMGB3;JUNB;KDM5D;KLF10;KLF13;KLF9;MDM2;MIOS;NFIC;NR4A1;RFC2;RXRA;SOX4;STAT3;STAT5A;TAGLN2;TEAD4;TRIM28;XBP1;ZBTB16;ZNF85,31,exp-coregnet_pan-tool-coregnet
a90af9b450bb,PDIA2,ASCC1;ATF6;BCL3;BCL6;BHLHA15;CEBPD;DDIT3;ELF3;FOS;FOSB;FOSL2;GPD1;HCLS1;JUN;JUNB;KDM5D;KLF10;KLF13;KLF6;KLF9;MDM2;MYCL;NFIC;NR1D1;NR4A1;RELB;SNAI2;SPI1;STAT3;TAGLN2;TEAD4;TRIB2;UBB;ZBTB16;ZNF85,35,exp-coregnet_pan-tool-coregnet
3f0cefcbda25,PDK4,ASCC1;BHLHA15;CEBPD;FOSB;FOSL2;HCLS1;HIF3A;ID1;KDM5D;KLF10;KLF11;KLF13;KLF6;KLF9;MSC;MYCL;NR1D1;NR4A1;NR4A2;POU5F1;RORC;SNAI2;SOX4;UBB;ZBTB16;ZNF710,26,exp-coregnet_pan-tool-coregnet
ddf27fdce0fa,PFDN5,ARID5A;ASPSCR1;BCL3;BCL6;BDP1;CEBPB;CEBPD;CIC;CREB3L1;CSNK2B;CXXC1;E2F6;EEF1D;ELF3;ETS2;FIZ1;FOSL2;GRHL2;HCLS1;HDAC3;HMG20A;HMGB3;HMGXB3;HOMEZ;IRF1;IRF9;JRK;JUNB;KDM4A;KLF5;KMT2B;LARP1;MAGOH;MAX;MBD2;METTL14;MLLT10;NFE2L2;NFKB2;NMI;NMRAL1;NR4A1;NUP107;PQBP1;PRDX5;RARA;RELB;RPL35;RPS10;SETDB1;SFT2D1;SMAD4;SOX18;SOX4;SPAG7;STAT3;STAT5A;TAF6;TAGLN2;TCF3;TFCP2;THOC2;TRIB2;TRIM21;TRIM28;UBB;UBXN1;USP39;ZBTB2;ZBTB5;ZCCHC17;ZNF195;ZNF239;ZNF266;ZNF3;ZNF32;ZNF337;ZNF343;ZNF408;ZNF44;ZNF496;ZNF507;ZNF592;ZNF623;ZNF646;ZNF662;ZSCAN21;ZSCAN32;ZSWIM1,89,exp-coregnet_pan-tool-coregnet
20bda0b9b185,PGGHG,ASCC1;ATF3;BCL3;BCL6;BHLHA15;CEBPB;CEBPD;CREB3L1;ELF3;FOS;FOSB;FOSL2;HES6;IRF1;IRF7;JUNB;KDM5D;MAFF;MYC;NFKB2;POU5F1;RELB;RORC;STAT3;TAGLN2;TEAD4;TRIB2;UBB;ZNF189;ZNF710,30,exp-coregnet_pan-tool-coregnet
2887c0102365,PLA2G1B,AHR;ANXA1;ANXA11;ARID5A;ATF3;ATF7;BCL3;BCL6;BHLHE40;CD59;CEBPB;CEBPD;CERS2;CIC;CREB3L1;CYCS;DAB2;DAZAP1;DUSP22;EBF4;EDN1;EGR1;ELF1;ELF3;ENO1;EPAS1;ERF;ESRRA;ETS2;ETV4;ETV5;EZR;FBXL19;FOS;FOSL2;GLIS2;GLIS3;HCLS1;HES1;HIF1A;HLX;HMGB2;HMGB3;HNRNPA1;HP1BP3;ID2;IRF1;IRF7;IRF9;JUNB;KLF16;KLF4;KLF5;KLF6;KLF7;LMO2;LRRFIP1;MAFF;MAFG;MBNL2;MLXIP;MSC;MYC;MYRF;NFE2L2;NFIL3;NFKB2;NME1;NMI;NR2F1;PHLDA2;PKM;PRNP;PROX1;PSMC2;PUM3;RAB14;RAN;RARA;RARG;RBM7;RBMS1;RELA;RELB;RUFY3;RUVBL1;SMARCA1;SNAI1;SNAI2;SOX4;SPI1;SRF;STAT1;STAT3;STAT5A;STAT6;TAGLN2;TBL1XR1;TBX2;TEAD2;TEAD3;TFE3;TGIF1;TRAF4;TRIB2;TRIB3;TRIM69;TRIP10;YWHAZ;ZBTB16;ZNF189;ZNF217;ZNF436;ZNF513;ZNF710,115,exp-coregnet_pan-tool-coregnet
13a82481f88b,PNLIP,AHR;ARID5A;ATF3;BCL3;BCL6;BHLHE40;CEBPB;CEBPD;EDN1;EGR1;ELF3;ENO1;EPAS1;ETS2;FOSL2;GLIS2;HCLS1;HIF1A;ID2;IRF1;IRF7;IRF9;JUNB;KLF10;KLF16;MSC;MYC;NFE2L2;NFIL3;NFKB2;RBM3;RELB;SOX4;SPI1;STAT3;TAGLN2;TEAD4;TRIB2;TRIB3;TRIP10;ZNF710,41,exp-coregnet_pan-tool-coregnet
f364c31f8bd7,PNLIPRP1,ASCC1;BCL3;BHLHA15;CEBPD;EGR1;ELF3;ETV5;FOS;FOSL2;HIF3A;ID1;ID2;JUNB;KDM5D;KLF11;KLF13;KLF6;MYCL;NR4A1;PHLDA2;POU5F1;RORC;SOX4;UBB;XBP1;ZBTB16;ZNF189;ZNF85,28,exp-coregnet_pan-tool-coregnet
76627af814f6,PPIB,ABCF2;AKR1A1;APEX1;ASH2L;BCL3;CANX;CEBPD;CERS2;ELF3;ENO1;ETS2;EZR;GTF2B;HCFC1;HCLS1;HIF1A;HMGB3;HNRNPA1;HNRNPUL1;ILF2;IRF1;JUNB;KLF13;KLF5;MAFB;MLX;MSC;NFE2L2;NFKB1;NFKB2;NME1;PARP1;PSMC2;RAB7A;RAN;RELA;RELB;RPL6;SND1;SOX4;SP2;SPI1;SREBF2;STAT3;TAGLN2;TEAD4;TOB2;TRIB2;UBE2V1;UGP2;UTP18;YWHAZ;ZBTB45;ZDHHC5;ZNF189;ZNF689,56,exp-coregnet_pan-tool-coregnet
167435848383,PRDX4,ASCC1;BCL3;BCL6;BHLHA15;CEBPD;DUSP22;ELF3;EPAS1;FOSB;FOSL2;GADD45A;GLIS2;GLYCTK;HCLS1;HIF3A;HSF1;HSPA5;ID1;IRF1;JUN;KLF11;KLF13;KLF5;KLF9;NME1;P4HB;PHF1;POU5F1;RELB;SOX4;SP100;STAT5A;TAGLN2;TRIM28;UBB;UBXN1;ZBTB16;ZNF524;ZNF579;ZNF581;ZNF706;ZNF85,42,exp-coregnet_pan-tool-coregnet
7a78d9d6468d,PRSS1,AHR;ANXA1;ARID5A;ASCC1;ATF3;ATF6;BCL3;BCL6;BHLHE40;CEBPB;CEBPD;CIC;CREB3L1;DUSP22;EDN1;ELF3;ENO1;EPAS1;ESRRA;ETS2;FOSL2;GLIS2;HCLS1;HEYL;HIF1A;HMGB3;ID2;IRF1;IRF7;IRF9;JUNB;KLF16;KLF3;KLF9;MAFB;MAFF;MAFG;MSC;MYC;NFE2L2;NFIC;NFIL3;NFKB2;NME1;NMI;NONO;PKM;PROX1;PUM3;RARA;RBM7;RBMS1;RELA;RELB;RFC2;RORC;RUFY3;SMARCA1;SNAI1;SOX4;SPI1;STAT1;STAT3;STAT6;TAGLN2;TEAD2;TEAD3;TEAD4;TRAF4;TRIB1;TRIB2;TRIB3;TRIM21;TRIM69;TRIP10;XBP1;YWHAZ;ZBTB16;ZBTB47;ZNF189;ZNF217;ZNF598;ZNF710,83,exp-coregnet_pan-tool-coregnet
6ab7511a4a17,PRSS2,ARID5A;ATF3;BCL3;BCL6;BHLHA15;CEBPD;DDIT3;EGR1;ELF3;ETS2;ETV4;ETV5;FOS;FOSB;FOSL2;FREM1;HES1;HMGB2;ID2;IRF7;JUN;JUNB;KDM5D;KLF2;MLXIPL;MNX1;MSC;MYC;MYCL;NFIL3;NPDC1;NR1D1;NR4A1;PHLDA2;SNAI1;SOX18;TFF3;TRIB2;UBB;ZNF189;ZNF514,41,exp-coregnet_pan-tool-coregnet
6a6e7b72a710,PRSS3,ANXA1;ARID5A;ATF3;BCL3;BCL6;BHLHE40;CEBPD;CREB3L1;EDN1;EGR1;ELF3;ENO1;ETS2;ETV4;ETV5;FOS;FOSB;FOSL2;FOXQ1;GLIS2;HCLS1;HMGB2;ID1;ID2;IRF1;IRF7;IRF9;JUNB;KDM5D;KLF6;MSC;MYCL;NFIL3;NFKB2;NMI;NR1D1;NR4A1;RELB;SNAI2;SOX18;SOX4;SPI1;STAT3;TAGLN2;TRIB2;UBB,46,exp-coregnet_pan-tool-coregnet
36e7fc5b59a1,PSAP,AHR;ASH2L;BCL6;CD59;CEBPD;CERS2;CHURC1;CSTF2;CTCF;CTNNB1;DDIT3;DNMT1;DPF2;EDN1;ELF3;ENO1;EP300;ETS2;EZR;FOSL2;FOXK1;FOXQ1;GADD45A;GRHL2;HCLS1;HDAC1;HDAC2;HIF1A;HMGB2;HMGXB4;HNRNPA0;HNRNPUL1;IRF1;JUNB;KDM2A;KDM5D;KLF5;KLF7;LRRFIP1;MAFB;MAFG;MRPL1;NCOR1;NFE2L1;NFKB1;NMI;NR4A1;NUP133;PKM;PRNP;PSMA6;PSMC2;RAB7A;RBFOX2;RBPJL;RELB;RUVBL1;RXRA;SIN3A;SMARCA1;SMARCA5;SMARCC2;SMC3;SNAI2;SOD1;SOX9;SPI1;STAT1;STAT3;STAT6;TAGLN2;TRIB2;TRIM21;UBB;USP39;VPS72;ZBTB22;ZMAT2;ZNF641,79,exp-coregnet_pan-tool-coregnet
8f571645fdac,PTMA,APEX1;ASCC1;ATF6;AVEN;BCL3;CEBPD;CERS2;CHURC1;ELF3;ENO1;ETS2;EZR;FOSL2;HCLS1;HIF1A;HMGB3;HNRNPA1;HNRNPUL1;ID2;JUNB;KLF10;KLF5;MLX;MYCL;NFE2L2;NFIC;NMI;NOC2L;POLR2A;RAN;RELA;RFC2;SMARCC1;SNAI2;SOX4;SSRP1;STAT3;STAT5A;TAGLN2;TEAD4;TRIB2;TRIM28;UTP18;VEZF1;XBP1;YWHAE;YWHAZ,47,exp-coregnet_pan-tool-coregnet
19d60ef08b29,RACK1,APEX1;ARID5A;AVEN;BCL3;BCL6;CEBPB;CEBPD;CERS2;CSNK2B;DUSP22;ECSIT;EEF1D;ELF3;FOSL2;GTF2F1;HCLS1;HMGB3;HNRNPA1;HNRNPUL1;JUNB;KLF10;KLF5;KLF6;MBD2;NFE2L2;NFIL3;NFKB2;NONO;NR1H2;NR4A1;PDS5A;RBM7;RELA;RELB;RPL6;SCMH1;SFT2D1;SIN3A;SNAI2;SOX4;SPI1;SSRP1;STAT1;STAT3;STAT5A;STAT6;TAGLN2;TEAD4;TRIM28;TRIP10;UBB;UBXN1;UTP18;VPS4B;VPS72;YWHAZ;ZNF189;ZNF524;ZNF581,59,exp-coregnet_pan-tool-coregnet
fd9aded34187,RARRES2,ASCC1;ATF6;BCL3;BCL6;BHLHA15;CEBPD;CERS2;EGR1;ELF1;ENO1;EPAS1;ETS2;EZR;FOSL2;HEYL;HIF1A;HMGB3;HNRNPA1;ID1;ID2;JUNB;KLF10;KLF13;KLF9;MDM2;MYC;NFE2L2;NFIC;NMI;POU5F1;RAN;RELB;SNAI2;STAT3;TAGLN2;TEAD4;TOB2;TRIB2;TRIM21;TRIM28;XBP1;YWHAE;YWHAZ;ZBTB16;ZNF85,45,exp-coregnet_pan-tool-coregnet
a28a124b6333,RBPJL,ARID5A;ATF3;BCL3;BCL6;BHLHE40;CEBPD;CREB3L1;ELF3;ENO1;EPAS1;ETS2;EZR;FOSL2;GLIS2;HCLS1;HIF1A;HMGB3;ID2;IRF1;JUNB;MSC;NFE2L2;RAN;RBPJL;RELB;SOX4;STAT3;STAT5A;TAGLN2;TEAD4;TRIB2,31,exp-coregnet_pan-tool-coregnet
8f7ac0f8aa40,REG1A,ARID5A;BCL3;BCL6;CEBPD;ELF3;ENO1;ETS2;FOSB;FOSL2;HIF1A;HNRNPA1;IRF1;IRF7;JUNB;KDM5D;MSC;MYCL;NMI;RELB;STAT3;TAGLN2;TEAD4;TRIB2;UBB,24,exp-coregnet_pan-tool-coregnet
1e8631682fbe,REG1B,BCL3;BCL6;CEBPD;ELF3;ENO1;ETS2;FOSB;FOSL2;IRF1;JUNB;KDM5D;MSC;MYCL;NMI;RELB;STAT3;TAGLN2;TEAD4;TRIB2;UBB,20,exp-coregnet_pan-tool-coregnet
487dd0eb34a4,REG3A,ARID5A;BCL3;CEBPD;EDN1;ELF3;ETS2;ETV4;FOSB;FOSL2;HCLS1;IRF1;IRF7;JUNB;KDM5D;MSC;MYC;MYCL;NFIL3;NFKB2;RELB;SPI1;STAT3;TAGLN2;TRIB2;UBB,25,exp-coregnet_pan-tool-coregnet
99c1d8a172a6,REG3G,ARID5A;BCL3;CEBPD;ELF3;ENO1;ETS2;ETV4;FOSB;FOSL2;HIF1A;IRF1;IRF7;IRF9;JUNB;KDM5D;MSC;MYC;MYCL;NFIL3;NFKB2;NR4A1;RELB;SPI1;STAT3;TRIB2;UBB,26,exp-coregnet_pan-tool-coregnet
53ed79cd4d4d,RNASE1,ASCC1;ATF3;BCL3;BCL6;BHLHA15;BHLHE40;CEBPD;CREB3L1;DUSP22;EGR1;ELF3;ENO1;EPAS1;ETS2;FOS;FOSL2;GLIS2;HMGB3;IRF1;IRF7;IRF9;JUNB;KLF5;MSC;MYC;NFE2L2;NFIL3;NFKB2;PUM3;RELA;RELB;RFC2;RUFY3;SNAI2;SOX4;STAT3;TAGLN2;TEAD4;TRAF4;TRIB2;TRIP10;ZBTB16;ZNF189;ZNF710,44,exp-coregnet_pan-tool-coregnet
2dce98a4db60,RPL10,APEX1;ARID5A;ASCC1;BCL3;BCL6;CEBPB;CEBPD;EEF1D;ELF3;ENO1;ETS2;EZR;FOSL2;GLIS2;HCLS1;HNRNPA1;IRF1;JUNB;KDM5D;KLF13;NFE2L2;NFIC;NR4A1;ODC1;RELB;RPL6;STAT3;STAT5A;TAGLN2;TEAD4;UBB;YWHAZ,32,exp-coregnet_pan-tool-coregnet
2f96c58f340f,RPL10A,ANXA11;ASCC1;BCL3;BCL6;CEBPB;CEBPD;DUSP22;ECSIT;ELF3;ELK3;EPAS1;ETS2;EZR;FOSB;FOSL2;HCLS1;HNRNPA1;IRF1;JUNB;KDM5D;KLF10;KLF13;KLF6;MBD2;MLXIP;NFE2L2;NFIL3;NFKB2;NONO;NR4A1;ODC1;RELB;RPL35;RPL6;RPS10;RXRA;SCMH1;SOX4;SPI1;STAT3;STAT5A;STAT6;TAGLN2;TRIB2;TRIP10;UBB;VAMP3;YWHAZ,48,exp-coregnet_pan-tool-coregnet
cb143aa26eab,RPL11,ADNP2;ARID5A;ASPSCR1;BCL3;BCL6;BCLAF1;C19orf25;CD59;CEBPB;CEBPD;CREB3L1;CSNK2B;CYB5R1;DUSP22;ECSIT;EDN1;EEF1D;ELF3;ELK1;ETS2;FIZ1;FOSL2;FOXJ3;GLIS2;GTF2A2;HCLS1;HDAC3;HIF1A;HMGB2;HMGB3;HMGXB3;HNRNPA1;HSF1;HTATIP2;IRF1;JRK;JUNB;KDM4A;KLF3;KLF5;LSM6;MAFF;MAGOH;MAX;MBD2;MED30;METTL14;NFE2L2;NFKB2;NFYB;NR1H2;NR4A1;PQBP1;PRDM4;PRDX5;RARA;RBAK;RBM7;RELA;RELB;RNF114;RPL35;RPL6;RPS10;SFT2D1;SMAD4;SMARCC2;SOX18;SOX4;SPAG7;STAT1;STAT3;STAT5A;STAT6;STUB1;TAGLN2;TBL1XR1;TCF3;TEAD4;THOC2;TRIB2;TRIP10;UBB;UBE2V1;VPS72;WRNIP1;YWHAZ;ZBTB16;ZBTB4;ZHX1;ZNF195;ZNF217;ZNF316;ZNF32;ZNF496;ZNF524;ZNF800,97,exp-coregnet_pan-tool-coregnet
0637e4ba1d08,RPL12,ANXA11;APEX1;ARID5A;ASCC1;AVEN;BAX;BCL3;BCL6;CEBPD;CERS2;CSNK2B;DAZAP1;ELF3;ENO1;ERF;ETS2;FOSB;FOSL2;GTF2A2;HIF1A;HMGB3;HNRNPA1;HSF1;JUNB;KDM5D;MBD2;NFE2L2;NFIC;NME1;NONO;NR4A1;ODC1;POLE3;PSMA6;RAN;RBM3;RFC2;RPL6;SCAND1;SOX4;STAT1;STAT3;TAF9;TAGLN2;TEAD4;TP53;TPI1;TRIM28;TRMT1;UBXN1;YWHAZ;ZNF189;ZNF524;ZNF595;ZNF787,55,exp-coregnet_pan-tool-coregnet
75950591e38e,RPL13,ANXA11;BCL3;BCL6;CBFB;CEBPD;CSNK2B;DUSP22;EDN1;EEF1D;ELF3;ETS2;ETV4;FOSB;FOSL2;GTF3C2;HSF1;IRF1;IRF9;JUNB;MAFF;MBD2;MBNL2;MYC;NFE2L2;NFIL3;NFKB2;NMI;NR4A1;PHF1;PHF12;PROX1;RAN;RBM42;RBMS1;RELB;RNF114;RPL35;RPL6;RPS10;RUFY3;SFT2D1;STAT1;STAT3;TAGLN2;TRIB2;TRIB3;TRIP10;VEZF1;WRNIP1;YWHAZ;ZBED5;ZNF146;ZNF189;ZNF217;ZNF444;ZNF524;ZNF581;ZNF710,58,exp-coregnet_pan-tool-coregnet
bfdbcc2b6dd1,RPL13A,AKR1A1;APEX1;ARID5A;ASCC1;BCL3;BCL6;CEBPB;CEBPD;CIC;DUSP22;ECSIT;EEF1D;ELF3;ENO1;ESRRA;ETS2;EZR;FOSB;FOSL2;GLIS2;HIF1A;HNRNPA1;HSF1;IRF1;JUNB;KDM5D;LRRFIP1;MAFG;MBD2;MLX;NFE2L2;NFIC;NFIL3;NFKB2;NMI;NR4A1;ODC1;RAN;RBM3;RBM42;RELB;RPL35;RPL6;RPS10;SFT2D1;SOX4;SPI1;STAT3;STAT6;TAGLN2;TEAD4;TRIB2;UBB;VAMP3;YWHAZ;ZNF598,56,exp-coregnet_pan-tool-coregnet
18b07b3fa7e8,RPL15,APEX1;ARID5A;ASCC1;BCL3;BCL6;CBFB;CEBPB;CEBPD;CERS2;CIC;DAZAP1;ECSIT;ELF3;ENO1;ETS2;EZR;FOSB;FOSL2;GLIS2;HIF1A;HNRNPA1;HSF1;ID2;IRF1;JUNB;KDM5D;KLF13;LRRFIP1;MBD2;NFE2L2;NFIC;NONO;NR4A1;ODC1;RAN;RELA;RELB;RPL6;RPS10;SFT2D1;SOX4;STAT3;STAT5A;TAGLN2;TEAD4;TRIB2;TRIM28;UBB;UBE2V1;UTP18;VEZF1;YWHAZ;ZNF524,53,exp-coregnet_pan-tool-coregnet
32d0388b9c69,RPL17,ARID5A;BCL3;BCL6;CEBPD;CERS2;CIC;DUSP22;EEF1D;ELF3;ENO1;ETS2;EZR;FOSL2;HIF1A;HMGB3;HNRNPA1;IRF1;JUNB;KDM5D;KMT2A;LRRFIP1;NFE2L2;NFIL3;NR4A1;ODC1;RAN;RELA;RELB;RPL6;RPS10;SOX4;STAT3;TAGLN2;TEAD4;TRAF4;TRIB2;TRIP10;UBB;YWHAZ;ZNF600,40,exp-coregnet_pan-tool-coregnet
79e5a114012a,RPL18,BCL3;BCL6;CBFB;CEBPB;CEBPD;CXXC1;CYB5R1;DGCR8;DNMT3A;DUSP22;E2F6;EEF1D;ELF3;ELK3;EPAS1;ESRRA;ETS2;FIZ1;FOSL2;GAR1;GATAD1;GMEB2;GTPBP6;HCLS1;HINFP;HSF1;HSF4;ID1;IRF1;IRF7;JRK;JUNB;KLF6;MAX;MDM2;METTL3;MLXIP;NELFB;NFE2L2;NFIC;NFKB2;NR4A1;PHF12;PHF2;POU6F1;PQBP1;RELB;RPL35;RPS10;RXRB;SF1;SOX18;SOX4;SPI1;STAT3;STAT6;TAGLN2;TEAD4;TRIB2;TRIP10;TRMT1;UBB;YWHAZ;ZBTB18;ZBTB48;ZFP62;ZGPAT;ZNF189;ZNF195;ZNF202;ZNF205;ZNF266;ZNF282;ZNF32;ZNF335;ZNF37A;ZNF384;ZNF397;ZNF485;ZNF496;ZNF510;ZNF512;ZNF646;ZNF710;ZNF75A;ZNF830;ZNF837,87,exp-coregnet_pan-tool-coregnet
291d278e5437,RPL18A,ANXA11;ARID5A;ASCC1;BCL3;BCL6;CEBPB;CEBPD;CIC;DUSP22;ECSIT;EEF1D;ELF3;ENO1;ETS2;EZR;FOSB;FOSL2;HNRNPA1;ID2;IRF1;JUNB;KDM5D;KLF13;MBD2;MLXIP;NFE2L2;NFIL3;NFKB2;NMI;RELB;RPL6;RXRA;SOX4;STAT3;STAT5A;STAT6;TAGLN2;TEAD4;TRIB2;UBB;YWHAZ,41,exp-coregnet_pan-tool-coregnet
09fc8ed699b9,RPL19,ASCC1;ATF6;BCL3;BCL6;CEBPB;CEBPD;DUSP22;ELF3;ELK3;EPAS1;ETS2;EZR;FOSL2;GLIS2;HCLS1;HNRNPA1;ID2;IRF1;JUNB;KLF13;KMT2A;MDM2;NCOA3;NF1;NFE2L2;NFIC;RAN;RBBP5;RELA;RELB;SOX18;SOX4;SPI1;STAT3;STAT5A;STAT6;TAGLN2;TEAD4;TRIB2;TRIM28;TRIP10;UBB;VEZF1;VPS72;YWHAZ;ZNF33B;ZNF384,47,exp-coregnet_pan-tool-coregnet
144006455000,RPL21,BCL3;BCL6;CBFB;CEBPD;DUSP22;EDN1;EEF1D;ELF3;EPAS1;ETS2;EZR;FOSB;FOSL2;GLIS2;HEYL;HMGA1;HMGB3;HNRNPA1;IRF1;IRF7;JRK;JUNB;KLF5;MAFF;MAFG;NFE2L2;NFIL3;NFKB2;NONO;RBM42;RBMS1;RBPJL;RELB;RPL35;RPL6;RPS10;RUFY3;SNAI2;SOX4;STAT3;STAT6;TAGLN2;TEAD2;TEAD4;TRIB2;TRIM28;TRIP10;UBB;VEZF1;YWHAZ;ZNF189;ZNF343;ZNF444;ZNF672,54,exp-coregnet_pan-tool-coregnet
5048fc2008ec,RPL23,APEX1;ASCC1;BCL3;BCL6;CEBPD;CERS2;ECSIT;EDN1;EEF1D;ELF3;ENO1;ETS2;EZR;FOSB;FOSL2;GLIS2;GTF2F1;HIF1A;HNRNPA1;ID2;IRF1;JUNB;KDM5D;KLF5;LRRFIP1;MAFB;MBD2;MLX;NFE2L2;NFIL3;NMI;NR4A1;ODC1;RAN;RELB;RPL6;SOX4;STAT3;STAT5A;TAGLN2;TEAD4;TRIB2;TRIP10;UBB;YWHAZ;ZNF217,46,exp-coregnet_pan-tool-coregnet
73e5f9d4a896,RPL24,APEX1;ASCC1;AVEN;BCL3;BCL6;CEBPB;CEBPD;DUSP22;ECSIT;EDN1;ELF3;ENO1;ETS2;FOSB;FOSL2;GTPBP6;HMGB3;HNRNPA1;HSF1;ID2;IRF1;JUNB;KLF13;MBD2;MDM2;MLXIP;NFE2L2;NFIC;NFIL3;NOC2L;ODC1;PKM;RAN;RBPJL;RELB;RPL6;SCMH1;SOX4;STAT3;STAT5A;STAT6;TAGLN2;TEAD4;TRIB2;TRIM28;UBB;UBXN1;YWHAZ;ZNF189;ZNF524,50,exp-coregnet_pan-tool-coregnet
d26ec31bedf9,RPL26,ARID5A;BCL6;CEBPD;CSNK2B;CTCF;CYB5R1;DHX36;ECSIT;EDN1;ELF3;ENO1;EPAS1;ETS2;EZR;FOSB;FOSL2;GRHPR;HCLS1;HIF1A;HMGB3;HNRNPA1;HNRNPLL;HNRNPUL1;HTATIP2;ID2;IRF1;JUNB;KLF3;KLF5;MAX;MBD2;NFE2L2;NFKB2;NFYB;NR1H2;PRDM4;RAN;RARA;RELB;RFXANK;RNF114;RPL6;SIN3A;SMARCA1;SNAI2;SOX4;SPI1;STAT1;STAT3;STAT5A;STAT6;TAGLN2;TBL1XR1;UBB;UBE2V1;VEZF1;VPS72;YWHAE;YWHAZ;ZNF189;ZNF195;ZNF217;ZNF629,63,exp-coregnet_pan-tool-coregnet
0020ffb44b7b,RPL27,ABCF2;AKR1A1;APEX1;ARID5A;ASCC1;ATF6;BCL3;BCL6;CEBPD;CERS2;CPSF4;CSNK2B;ECSIT;EDN1;EEF1D;ELF3;ELK3;ENO1;EPAS1;ETS2;EZR;FOSB;FOSL2;HCLS1;HIF1A;HIF3A;HMGB3;HNRNPA1;HSF1;ID1;ID2;IRF1;JUNB;KDM5D;KLF13;LRRFIP1;MAFB;MAFG;MBD2;MLX;NFE2L2;NFIC;NFKB2;NR4A1;ODC1;PQBP1;RAN;RBM3;RBM42;RELB;RPL6;RPS10;RXRA;SFT2D1;SNAPC5;SOX18;SOX4;SPI1;STAT3;STAT5A;TAGLN2;TEAD4;TRIB2;UBB;YWHAZ;ZNF598,66,exp-coregnet_pan-tool-coregnet
0410a3c95698,RPL29,ADNP2;APEX1;AVEN;BCL3;BCL6;CEBPD;CREB1;CSNK2B;CYB5R1;DHX36;EDN1;ELF3;ELK1;ENO1;ETS2;FOSB;FOSL2;GPBP1L1;HMGB3;HNRNPA1;HNRNPC;HSF1;HTATIP2;ID2;IRF1;IRF9;JUNB;KLF16;KLF3;LSM6;NFE2L2;NFKB2;NFX1;NFYB;NFYC;NMI;NONO;NR1H2;NUP133;PRDM4;PROX1;RAN;RBAK;RBM8A;RELA;RELB;RFC2;RNF114;RPL6;RPS10;SFT2D1;SOX4;STAT1;STAT3;TAF9;TAGLN2;TEAD4;TRIB3;TRIP10;UBB;UBE2V1;VPS72;WRNIP1;YWHAE;YWHAZ;ZNF189;ZNF524;ZNF710;ZNF787,69,exp-coregnet_pan-tool-coregnet
2f7dc464030d,RPL3,ARID5A;BCL3;BCL6;CEBPD;EDN1;ELF3;ELK3;ENO1;ETS2;FOSB;FOSL2;HIF1A;HNRNPA1;ID2;IRF1;JUNB;LRRFIP1;MAFF;NFE2L2;NFIL3;NFKB2;NMI;ODC1;PKM;PRNP;PROX1;RAN;RBM7;RBMS1;RELB;SRF;STAT1;STAT3;TAGLN2;TRIB1;TRIB2;TRIB3;TRIM69;YWHAZ;ZNF217,40,exp-coregnet_pan-tool-coregnet
