uid,target,sources,n_sources,note
3fed6beafba4,EDF1,ASH2L;BCL3;BCL6;BHLHA15;CEBPD;CSNK2B;CSTF2;CTCF;CYB5R1;DGCR8;DRAP1;E2F6;ELF3;ELK1;ETS2;EWSR1;FIZ1;FOSB;FOSL2;FOXJ3;FOXK2;FREM1;GTF2I;GTF3C2;HCLS1;HDAC3;HEYL;HIF1A;HMGXB3;IRF1;JRK;JUNB;KDM4B;KLF5;KMT2B;LSM6;MDM2;METTL14;NCBP2;NFE2L2;NFKB2;NMRAL1;PDCD11;PKNOX1;PQBP1;RAB18;RBM8A;RBMS1;RELB;RIOK2;SETDB1;SFT2D1;SOX4;SPAG7;SPI1;STAT3;STUB1;TAGLN2;TBP;TEAD4;TFCP2;TRAF4;UBB;XPA;YWHAZ;ZBTB11;ZDHHC24;ZFP3;ZNF189;ZNF213;ZNF226;ZNF3;ZNF335;ZNF37A;ZNF502;ZNF507;ZNF513;ZNF580;ZNF587;ZNF592;ZNF598;ZNF623;ZNF672;ZNF7;ZNF764;ZSCAN21;ZSCAN25;ZSCAN32;ZSWIM1,89,exp-coregnet_pan-tool-coregnet
b62acce15316,EEF1A1,APEX1;ASCC1;BCL3;BCL6;CEBPD;CERS2;ELF3;ENO1;ETS2;EZR;FOSB;FOSL2;GTF2F1;HCLS1;HIF1A;HMGB3;HNRNPA1;HNRNPUL1;ID2;JUNB;KDM5D;LRRFIP1;MAFG;MLX;NAP1L1;NFE2L2;NFIC;NFKB1;NR4A1;ODC1;PSMA6;RAN;RBPJL;RELA;RELB;RPL6;SMARCC1;SNAI2;SOX4;SSRP1;STAT1;STAT3;STAT5A;TAGLN2;TEAD4;TRIB2;UBB;UGP2;UTP18;YWHAZ,50,exp-coregnet_pan-tool-coregnet
1f8bedd53733,EEF1B2,AKR1A1;APEX1;ASCC1;BCL3;BCL6;CEBPD;ECSIT;EDN1;ELF3;ENO1;ETS2;FOSB;FOSL2;GTF2F1;HCLS1;HMGB3;HNRNPA1;ID2;IRF1;JUNB;KDM5D;KLF13;MBD2;MTHFD1;NAP1L1;NFE2L2;NFIL3;NONO;NR4A1;ODC1;RBPJL;RPL6;SND1;STAT3;STAT5A;TAGLN2;TEAD4;TRIB2;TRIM28;UBB;UBXN1;YWHAZ;ZNF33B;ZNF581,44,exp-coregnet_pan-tool-coregnet
1a1e4890b802,EEF2,AKR1A1;ANXA11;APEX1;ARID5A;BCL3;BCL6;CEBPD;CERS2;CIC;ECSIT;EEF1D;ELF3;ENO1;ETS2;EZR;FOSB;FOSL2;HIF1A;HMGB3;HNRNPA1;IRF1;JUNB;KDM5D;KLF10;KLF13;LRRFIP1;NFE2L2;NFIL3;NR4A1;ODC1;RELA;RELB;RPL6;RPS10;SCMH1;SSRP1;STAT3;STAT5A;STAT6;TAGLN2;TEAD4;TRIB2;UBB;UBXN1;YWHAZ;ZNF581,46,exp-coregnet_pan-tool-coregnet
f454285ba838,EIF1,ARID5A;ASCC1;ATF6;BCL3;BCL6;CBFB;CEBPD;CIC;DUS3L;DUSP22;ELF3;EPAS1;ESRRA;ETS2;FOSL2;HMGB3;HNRNPA1;HSF1;ID2;JUNB;KDM5D;KLF10;NFE2L2;NFIC;NOC2L;NONO;RAN;RBM3;RELB;RFC2;RORC;SNAI2;SOX4;STAT3;STAT5A;TAGLN2;TEAD2;TEAD4;TRIB2;TRIM28;UBXN1;YWHAZ;ZNF524;ZNF598,44,exp-coregnet_pan-tool-coregnet
295812da485c,EIF4A2,ACO1;ARNT;ASCC1;ATF6;BCL3;BCL6;CEBPD;CPSF4;DUSP22;ELF3;EPAS1;ETS2;FOSL2;HEYL;HIF3A;HMGB3;HSF1;JUNB;KDM5D;KLF10;KLF13;MDM2;MED30;NFIC;NONO;NR4A1;PHF1;RELA;RELB;RFC2;SMARCA5;SNAI2;SOX4;SRP9;SSRP1;STAT3;STAT5A;STAT5B;TAGLN2;TBL1XR1;TEAD4;TRIB2;TRIM28;TRIP10;VEZF1;ZBTB16;ZBTB4;ZNF189;ZNF595,49,exp-coregnet_pan-tool-coregnet
2e2c85e946dd,ERP27,ARID5A;ASCC1;ATF3;ATF6;BCL3;BCL6;BHLHA15;BHLHE40;CEBPB;CEBPD;CREB3L1;DUSP22;ELF3;ENO1;EPAS1;ETS2;FOSL2;HEYL;HMGB3;HSF1;IRF1;IRF9;JUNB;KDM5D;KLF10;KLF13;KLF6;MAFF;MDM2;MYC;NFIC;NFIL3;NFKB2;PHF1;POU5F1;RELA;RELB;RFC2;RORC;RUFY3;SNAI2;SOX4;STAT3;TAGLN2;TEAD4;TRAF4;TRIB2;XBP1;ZBTB16;ZNF189;ZNF710,51,exp-coregnet_pan-tool-coregnet
0851e6cf854a,ERRFI1,ASCC1;ATF3;ATF6;BCL6;BHLHA15;CEBPD;FOS;FOSB;FOSL2;FOXO3;HIF3A;JUNB;KDM5D;KLF10;KLF11;KLF13;KLF15;KLF4;KLF6;KLF9;MSC;MYCL;NR4A2;PHF1;POU5F1;RORC;UBB;ZBTB16;ZNF189;ZNF706;ZNF710,31,exp-coregnet_pan-tool-coregnet
42acdc29ebc6,FAU,ASCC1;BCL3;BCL6;CEBPB;CEBPD;CIC;DUSP22;ECSIT;EEF1D;ELF3;ENO1;EPAS1;ETS2;EZR;FOSB;FOSL2;GTPBP6;HIF1A;HMGB3;HNRNPA1;ID2;IRF1;JUNB;KDM5D;KLF5;KMT2A;KMT2B;LRRFIP1;MAFB;MDM2;NFE2L2;NMI;ODC1;PDCD11;POU5F1;RAN;RBPJL;RELA;RELB;SOX4;STAT3;STAT5A;STAT6;TAGLN2;TEAD4;TRIB2;TRIM28;TRIP10;UBB;UBXN1;VEZF1;YWHAZ;ZBTB16;ZNF217,54,exp-coregnet_pan-tool-coregnet
aaf9f53f24cf,FGL1,ASCC1;BCL3;BCL6;CEBPD;ELF3;ETS2;FOSL2;HIF1A;IRF1;JUNB;KDM5D;MYCL;NFIL3;NR4A1;SNAI2;SOX4;SPI1;STAT3;TAGLN2;TEAD4;TRIB2;UBB;XBP1,23,exp-coregnet_pan-tool-coregnet
e95afce1dfe1,FTL,ANXA1;ANXA11;ARID5A;BCL3;BCL6;CD59;CEBPB;CEBPD;CIC;DUSP22;ELF3;ETS2;FOSL2;GLIS2;HTATIP2;IRF1;JUNB;KLF3;MSC;NMI;NR1H2;RBM17;RBMS1;RELA;RELB;RFC2;SMARCA1;SNAI1;SOX4;SPI1;SRF;STAT3;STAT6;TAGLN2;TFE3;TRIB2;TRIP10;UBB;VEZF1;YWHAZ;ZNF189;ZNF217;ZNF436;ZNF513,44,exp-coregnet_pan-tool-coregnet
f06d53d8c50b,GAPDH,AHR;ANXA1;BCL3;BCL6;CEBPD;CTNNB1;ELF3;ENO1;ETS2;FOSL2;HCLS1;HIF1A;ID2;IRF1;JUNB;KDM5D;KLF5;MSC;NFE2L2;NFKB1;PKM;PRNP;RAN;RBMS1;RELB;SPI1;STAT3;TAGLN2;TRIB2;YWHAZ;ZNF217,31,exp-coregnet_pan-tool-coregnet
5554241d3bb8,GATM,ARID5A;ATF3;BCL3;BCL6;BHLHE40;CEBPD;ELF3;ETS2;ETV4;FOS;FOSL2;GLIS2;IRF1;IRF7;JUNB;KLF16;MSC;MYC;NFIL3;NFKB2;RELB;STAT3;TAGLN2;TRAF4;TRIB2;TRIP10;ZNF710,27,exp-coregnet_pan-tool-coregnet
7b7919f5adf3,GCG,BCL3;BCL6;CEBPD;CREB3L1;EDN1;ELF3;ETS2;FOS;FOSB;FOSL2;GLIS2;HCLS1;HIF1A;HIF3A;ID2;IRF1;IRF7;JUNB;KDM5D;KLF6;MAFB;MSC;MYCL;NFIL3;NKX2-2;PHLDA2;POU5F1;RELB;SNAI2;SOX4;SPI1;STAT3;TAGLN2;TFF3;TRIB2;UBB;ZBTB16;ZNF710,38,exp-coregnet_pan-tool-coregnet
c5586152023b,GNMT,ASCC1;ATF3;BCL3;BHLHA15;BHLHE40;CEBPD;EGR1;ETV4;ETV5;FOS;HIF3A;ID1;IRF1;IRF7;JUNB;KDM5D;KLF13;KLF9;MYC;MYCL;NR1D1;PTF1A;RELB;TRIB2;UBB;ZBTB16;ZNF706;ZNF85,28,exp-coregnet_pan-tool-coregnet
b9d7c1e90d79,GP2,ASCC1;ATF3;BCL3;BHLHA15;BHLHE40;ETV4;FOSB;HIF3A;JUNB;KDM5D;KLF13;KLF15;MSC;MYCL;NR1D1;NR4A1;RELB;TFF3;TRIB2;UBB;ZBTB16;ZNF706;ZNF85,23,exp-coregnet_pan-tool-coregnet
dc808007f788,GSTP1,ANXA11;ARID5A;BCL3;CEBPD;CIC;ELF3;ENO1;ETS2;FOSL2;GLIS2;HCLS1;HIF1A;HMGB3;HNRNPA1;IRF1;IRF9;JUNB;MAFG;MYCL;NFKB2;NMI;PKM;RBMS1;RELB;STAT3;STAT6;TAGLN2;TEAD4;TPI1;TRIB2;TRIP10;YWHAZ;ZNF217,33,exp-coregnet_pan-tool-coregnet
e1f1b5cdf7e9,H3-3B,ARID5A;ATF3;BCL3;BCL6;CEBPB;CEBPD;ELF3;ETS2;FOSL2;HNRNPA1;ID2;IRF1;JUNB;KDM5D;KLF5;KLF6;MAFF;NFE2L2;NFIL3;ODC1;SNAI1;TAGLN2;TEAD4;TRIB2;UBB;YWHAZ;ZBTB16,27,exp-coregnet_pan-tool-coregnet
0de61b594410,HLA-B,AHR;ARID5A;BHLHE40;CEBPD;EDN1;ELF3;ENO1;ETS2;ETV4;FOSL2;GLIS2;HIF1A;IRF1;IRF9;JUNB;KDM5D;MSC;NFE2L2;NFIL3;PKM;RELB;SPI1;STAT3;TRIB2;TRIB3;ZNF385A,26,exp-coregnet_pan-tool-coregnet
96e8ab7792eb,HSP90AA1,AHR;ANXA1;ATF3;BCL3;BCL6;BHLHE40;CEBPB;CEBPD;ELF3;ENO1;ETS2;FOS;FOSB;FOSL2;HES1;HIF1A;HP1BP3;IRF1;IRF9;JUN;JUNB;KLF5;MAFF;MBNL2;MSC;NFE2L2;NFIL3;NFYA;NMI;NR4A1;NR4A2;PHLDA2;PTF1A;PUM3;RELB;SNAI1;SPI1;STAT3;TAGLN2;TRIB1;TRIB2;TRIB3;UBB;ZNF217,44,exp-coregnet_pan-tool-coregnet
bc71ea61fa46,HSP90AB1,ACO1;ASCC1;ATF3;ATF6;BCL6;BHLHA15;CEBPD;DUSP22;ELF3;EPAS1;FOSL2;HEYL;HSF1;JUNB;KDM5D;KLF10;KLF13;MDM2;NFIC;NR4A1;PHF1;RELA;RFC2;RORC;SNAI2;SOX4;SPR;STAT3;TAGLN2;TEAD4;TRIM28;TRIP10;YWHAZ;ZBTB16;ZNF189;ZNF622;ZNF710,37,exp-coregnet_pan-tool-coregnet
d42e7ce9d568,HSP90B1,AHR;ANXA1;ATF5;CEBPB;CEBPD;CYCS;ELF3;ETS2;FOS;FOSB;FOSL2;HIF1A;HNRNPC;HP1BP3;HSPA5;IRF1;IRF9;JUNB;KDM5D;KLF13;LTF;MAFF;MYCL;NFE2L2;NFIL3;NR1D1;NR2F2;NUCB1;ODC1;PROX1;PTF1A;PUM3;TRIB2;TRIM69;ZNF189,35,exp-coregnet_pan-tool-coregnet
c47d0cbdc750,HSPA5,AHR;ANXA1;CANX;CEBPB;CEBPD;CYCS;EGR1;ELF3;ENO1;ETS2;FOS;FOSB;FOSL2;HIF1A;HMGB2;HNRNPA1;HSPA5;ID2;IRF1;JUNB;KDM5D;LTF;MAFB;MBNL2;MSC;MYCL;NFE2L2;NFIL3;NME1;NMI;NR1D1;NR4A1;NR4A2;ODC1;PRNP;PSMA6;PUM3;RAN;STAT3;TEAD4;TOB2;TRIB2;TRIB3;TRIM69;UBB;YWHAZ;ZNF165;ZNF436,48,exp-coregnet_pan-tool-coregnet
b365c935aa47,HSPA8,ASCC1;ATF6;BCL3;BCL6;BHLHA15;CEBPD;ELF3;EPAS1;ETS2;FOSL2;JUNB;KDM5D;KLF10;KLF13;MDM2;NR1D1;SNAI2;SND1;SOX4;STAT3;TAGLN2;TEAD4;TRIM28;UBXN1;XBP1;ZNF189;ZNF524;ZNF581;ZNF622;ZNF710,30,exp-coregnet_pan-tool-coregnet
2161d64c0f0b,IMPDH2,APEX1;ASCC1;ATF6;AVEN;BCL3;BCL6;BHLHA15;CEBPD;ELF3;EPAS1;ESRRA;FOSB;FOSL2;HMGB3;HNRNPA1;HSF1;JUNB;KDM5D;NR4A1;ODC1;PSMA6;RELB;RFC2;SNAI2;SND1;STAT3;TAGLN2;TEAD4;TRIB2;TRIM28;UBXN1;XBP1;ZBTB42;ZNF189;ZNF524,35,exp-coregnet_pan-tool-coregnet
ff7fafd8ba2c,INS,BCL3;CEBPD;EGR1;ELF3;FOS;FOSB;HES6;HIF3A;ID1;JUNB;KDM5D;MAFB;MLXIPL;MYCL;NKX2-2;NR4A1;RELB;TFF3;TRIB2;UBB;ZBTB16,21,exp-coregnet_pan-tool-coregnet
17d7384f75f7,KLK1,ABCF2;AHR;ANXA1;ANXA11;ARID5A;ATF3;BCL3;BCL6;BHLHE40;CEBPB;CEBPD;CERS2;EDN1;ELF3;ELK3;ENO1;ETS1;ETS2;ETV4;EZR;FOSL2;GLIS2;HCFC1;HCLS1;HIF1A;HMGA1;HMGB3;HMGXB3;HNRNPA1;ID2;IRF1;IRF7;IRF9;JUNB;KLF16;KLF5;KLF6;LMO2;LRRFIP1;MAFB;MAFF;MAFG;MLXIP;MSC;MYRF;NAP1L1;NFATC4;NFE2L2;NFIL3;NFKB1;NFKB2;NMI;ODC1;PKM;PRNP;PUM3;RAN;RARA;RBMS1;RELA;RELB;RUFY3;SMARCA1;SNAI1;SNAI2;SOX4;SPI1;SREBF2;SRF;STAT1;STAT3;STAT6;TAGLN2;TEAD2;TEAD3;TEAD4;TFE3;TRAF4;TRIB2;TRIB3;TRIM21;TRIM69;TRIP10;XBP1;YWHAZ;ZNF217;ZNF385A;ZNF436,88,exp-coregnet_pan-tool-coregnet
b3b28697f1cf,KRT18,ANXA11;BCL3;CEBPD;CIC;ELF3;ENO1;ETS2;GLIS2;HCLS1;HIF1A;HMGB3;HNRNPA1;ID2;IRF1;JUNB;KDM5D;MYCL;NFE2L2;NFKB1;NMI;NR4A1;RAN;SPI1;STAT1;STAT3;TAGLN2;TRIB2;UBB;YWHAZ,29,exp-coregnet_pan-tool-coregnet
021751d8db2c,LAPTM4A,AGGF1;AHR;APEX1;ASH2L;BCL3;CANX;CDC5L;CERS2;CHURC1;CTNNB1;ELF1;ELF3;ENO1;ETS2;EZR;GABPA;GADD45A;GATA6;GTF2F1;HCLS1;HDAC2;HIF1A;HNRNPA1;HNRNPLL;HNRNPUL1;HTATIP2;ILF2;IRF1;JUNB;LRRFIP1;LSM6;MAGOH;MAPK1;MBD2;MLX;MRPL1;NFE2L2;NFKB1;NMI;NR4A1;PARP1;PDLIM5;PRNP;PSMC2;RAB2A;RAB7A;RAD21;RAN;RB1;RFC3;RIOK2;SFT2D1;SMAD1;SMC3;SNAI2;SOX4;SPI1;SRBD1;SRP9;STAT1;STAT3;TAGLN2;TRIB2;TRIM21;TSNAX;UBB;UBE2V1;UGP2;VPS4B;YWHAZ;ZHX1,71,exp-coregnet_pan-tool-coregnet
06f5bc763fda,LENG8,ARNT;ASCC1;ATF6;BCL3;BCL6;BHLHA15;CEBPD;DUSP22;EBF4;ELF3;EPAS1;FOSB;FOSL2;GTPBP6;HEYL;HSF1;HSF4;IRF9;JUNB;KDM5D;KDM7A;MBNL2;MYEF2;NFIC;NFKB2;NOC2L;PHF1;POU5F1;RELA;RELB;RORC;RUFY3;SNRNP70;SOX4;STAT3;TAGLN2;TEAD2;TRAF4;TRIB2;TRIM28;TRIP10;UBB;UBXN1;ZBTB16;ZC3H7A;ZNF189;ZNF224;ZNF25;ZNF333;ZNF524;ZNF598;ZNF700;ZNF710;ZNF784,54,exp-coregnet_pan-tool-coregnet
ab484214287e,MAT2A,ASCC1;ATF3;ATF6;BHLHA15;EGR1;FOS;HIF3A;JUNB;KDM5D;KLF13;KLF9;MYCL;NFIC;NR4A2;SNAI2;TOB2;UBB;ZBTB16;ZNF706;ZNF85,20,exp-coregnet_pan-tool-coregnet
72140678ade6,MT-ATP6,ARID5A;BCL3;BCL6;CBFB;CD59;CEBPD;CIC;CREB3L1;CRTC2;DAB2;DDIT3;DUSP22;EDN1;ELF3;ELK3;EPAS1;ERF;ETS1;ETS2;ETV6;FOSL2;GLIS2;HCLS1;HIF1A;ID2;IKZF5;IRF1;JUNB;KDM5D;KMT2B;LRRFIP1;MAFK;MLXIP;MXD4;MYRF;NFE2L2;NFIC;NFKB2;PLAGL1;POU5F1;RBM17;RELA;RELB;RUFY3;SATB1;SF3B1;SMARCA1;SNAI2;SOX4;STAT2;STAT3;TAGLN2;TBL1XR1;TCF7L2;TEAD2;TRAF4;TRIB2;TRIP10;TSC22D4;TSNAX;USF1;VEZF1;XBP1;ZBED5;ZBTB16;ZHX3;ZNF160;ZNF189;ZNF195;ZNF23;ZNF254;ZNF267;ZNF358;ZNF439;ZNF529;ZNF655;ZNF710;ZNF721;ZNF783,79,exp-coregnet_pan-tool-coregnet
274cabefc283,MT-ATP8,ABL1;AHR;ARID5A;ASCC1;BCL3;BCL6;CD59;CEBPD;CFL2;CIC;DAB2;DUSP22;ELF3;EPAS1;ERF;ETS2;FOSL2;FOXO4;GLIS2;HCLS1;HDAC1;HHEX;HIF1A;ID2;IRF1;IRF7;JUNB;KDM5D;KMT2B;MLXIP;NFKB2;NMI;NR1D1;PRKAA1;RARA;RELA;RELB;RFC3;SMARCA1;SMARCA5;SNAI2;SOX4;SOX9;SPI1;STAT2;STAT3;TAGLN2;TEAD2;TEAD3;TRAF4;TRIB2;TRIM28;TRIP10;TSNAX;VEZF1;ZBTB16;ZBTB42;ZNF189;ZNF436;ZNF513;ZNF655,61,exp-coregnet_pan-tool-coregnet
f9f925853a99,MT-CO1,ATF3;BCL3;BHLHA15;CEBPD;EGR1;ELF3;FOS;FOSB;HCLS1;HIF3A;ID1;ID2;JUNB;KDM5D;KLF13;KLF6;MAFB;MYCL;NR1D1;NR4A1;RELB;SNAI2;SPI1;STAT3;TRIB2;UBB;ZBTB16,27,exp-coregnet_pan-tool-coregnet
aecd50713d68,MT-CO2,AHR;ANXA1;APEX2;ARID5A;ARNT2;BCL3;BCL6;CDC5L;CEBPD;CERS2;CIC;CREB3L1;DIDO1;DUSP22;ELF3;EPAS1;ETS2;FOSL2;GLIS2;GRHL2;HCLS1;HHEX;HIF1A;HMGB3;ID2;IRF1;IRF9;JUNB;KLF16;KLF5;LRRFIP1;LUZP1;MAFG;MNX1;MSC;NFKB2;NR1D1;PRDM16;PRDX5;PROX1;RAB7A;RARA;RELA;RELB;SMARCA1;SMC3;SOX4;SOX9;SPI1;STAT3;TAGLN2;TRIB2;TRIP10;TSNAX;ZHX3;ZNF134;ZNF189;ZNF436;ZNF45;ZNF513;ZNF552;ZNF69;ZSWIM1,63,exp-coregnet_pan-tool-coregnet
dc18d13c4e6f,MT-CO3,AHDC1;AKR1A1;ANXA1;ANXA11;ASCC1;BCL3;BCL6;C19orf25;CBFB;CEBPD;CIC;CLK1;DIDO1;DNMT1;DUSP22;EDN1;ELF3;EPAS1;ESRP2;ETS2;FOSL2;GLI4;HCFC1;HCLS1;HDAC1;HEYL;HIF3A;HMG20B;HMGB3;ID1;ID2;IRF1;IRF3;IRF7;JUNB;KDM5D;KLF4;KLF5;KMT2B;MAFB;MDM2;NMI;NR4A1;PHF12;PKM;POU6F1;PPP5C;PQBP1;PROX1;PSMC2;RELB;RPL6;RPS10;RUVBL1;RXRA;SF3B1;SNAI1;SNAI2;SOX18;SOX4;STAT3;STAT6;TAGLN2;TEAD1;TEAD3;TFE3;TIMELESS;TRIB2;TRIP10;YWHAZ;ZBED5;ZBTB16;ZBTB48;ZHX3;ZMAT2;ZNF160;ZNF18;ZNF189;ZNF195;ZNF211;ZNF217;ZNF251;ZNF266;ZNF335;ZNF343;ZNF354A;ZNF468;ZNF480;ZNF512;ZNF513;ZNF524;ZNF532;ZNF580;ZNF646;ZNF69;ZSCAN16,96,exp-coregnet_pan-tool-coregnet
a070e3e82f9c,MT-CYB,ABL1;BCL3;BCL6;CBX7;CEBPD;CELF6;CLK1;DAB2;DUSP22;EBF4;ELF3;EPAS1;FOS;FOSB;FOSL2;FOXO4;HCLS1;HDAC1;HHEX;HIF3A;ID1;ID2;ING4;JUNB;KDM5D;KLF13;KLF4;LDB1;MAFB;MLXIP;MYRF;PPP1R10;PRKAA1;RXRA;SF3B1;SNAI1;SNAI2;SNRNP70;SOX18;SOX4;SPI1;STAT2;STAT3;STAT6;TAGLN2;TEAD1;TIA1;TOB2;TRIP10;VEZF1;ZBED5;ZBTB16;ZBTB48;ZKSCAN1;ZNF189;ZNF205;ZNF211;ZNF224;ZNF23;ZNF251;ZNF337;ZNF439;ZNF512;ZNF514;ZNF532;ZNF550;ZNF581;ZNF69;ZNF691;ZNF706;ZNF710;ZNF84,72,exp-coregnet_pan-tool-coregnet
8b0804570a0d,MT-ND1,ACO1;ASCC1;ATF6;BCL3;BCL6;BHLHA15;CEBPD;ELF3;EPAS1;ETS2;FOSB;FOSL2;HCLS1;HEYL;HIF3A;ID1;ID2;JUNB;KDM5D;KLF10;KLF13;NR1D1;PHF1;PRKAA1;RELB;RFC3;RORA;RXRA;SNAI1;SNAI2;SOX18;SOX4;STAT5A;TFCP2L1;UBXN1;ZBTB16;ZNF251;ZNF524;ZNF581;ZNF706;ZNF710;ZNF85,42,exp-coregnet_pan-tool-coregnet
51f1d3d78b66,MT-ND2,ARID5A;ASCC1;BCL3;BCL6;CBFB;CEBPD;CREB3L1;DUSP22;EDN1;ELK3;EPAS1;ETS1;ETS2;ETV4;ETV6;FOSB;FOSL2;GLIS2;GTF3C2;HIF1A;HMGB3;HSF1;IKZF5;IRF1;JUNB;KLF3;MAFG;MBNL2;MDM2;NFE2L2;NFIB;NFKB2;NR4A1;PHF1;POU6F1;RBMS1;RELA;RELB;SCMH1;SF3B1;STAT3;STAT6;TAGLN2;TRAF4;TRIB2;TRIP10;YWHAZ;ZNF274;ZNF441;ZNF529;ZNF710;ZNF711,52,exp-coregnet_pan-tool-coregnet
1bd85a0f13c2,MT-ND3,BCL6;CEBPD;CLK1;EGR1;ETV4;FOSB;FOSL2;FOXQ1;FREM1;GLIS2;HES1;HES4;HLX;HSF4;IRF3;IRF7;IRF9;JUNB;KDM5D;KLF10;KLF13;KLF9;MESP1;MLXIPL;MNX1;MXD3;MYCL;MZF1;NFATC4;NPDC1;PHF1;PPP2R3B;SCX;SOX12;TRIB2;UBB;ZNF467;ZNF514;ZNF692;ZNF710,40,exp-coregnet_pan-tool-coregnet
047ab48f5b1c,MT-ND4,AHR;ANXA11;ASCC1;BCL3;BCL6;CEBPB;CEBPD;CENPB;CREB3L1;DAB2;DUSP22;EDN1;ELF3;EPAS1;ETS2;FOSL2;GADD45A;GLIS2;HCLS1;HIF1A;HMGB3;HSF1;ID1;IRF1;IRF3;JUNB;KDM5D;KLF5;LMO2;MDM2;NFKB2;NR1D1;NR4A1;PRDX5;RBM17;RBMS1;RELA;RELB;RFC2;SMARCA1;SNAI1;SNAI2;SOX4;SPI1;STAT3;STAT6;TAGLN2;TRIB2;TRIP10;VPS72;YWHAZ;ZBTB47;ZHX3;ZNF189;ZNF195;ZNF217;ZNF335;ZNF354A;ZNF436,59,exp-coregnet_pan-tool-coregnet
9e7255c07936,MT-ND4L,ANXA11;ASCC1;BCL3;BCL6;CEBPD;CERS2;CIC;CREB3L1;DUSP22;ELF3;EPAS1;ETS2;EZR;FOSB;FOSL2;HADHB;HCLS1;HEYL;HMGB3;HNRNPA1;ID1;ID2;IRF1;JUNB;KDM5D;KLF13;KLF5;KMT2B;NFIC;NFKB2;NONO;NUP107;RBM17;RELB;SMC3;SOX4;SPI1;SREBF2;STAT3;STAT5A;STAT6;TAGLN2;TEAD1;TEAD4;TRIB2;TRIM21;TRIM28;TRIP10;UBXN1;YWHAZ;ZNF189;ZNF195;ZNF33B;ZNF561;ZNF581;ZNF710,56,exp-coregnet_pan-tool-coregnet
0376b355cca0,MT-ND5,ATF3;BHLHA15;BHLHE40;EGR1;ELF3;FOS;FOSB;GPD1;HCLS1;HIF3A;ID1;JUN;JUNB;KDM5D;KLF10;KLF13;KLF9;MYCL;NR1D1;NR4A1;SNAI2;SPI1;UBB;ZBTB16,24,exp-coregnet_pan-tool-coregnet
08bbe5a84bf7,MT-ND6,ATF3;BHLHA15;EGR1;ETV4;FOS;FOSB;HCLS1;HIF3A;ID1;IRF7;JUN;JUNB;KDM5D;KLF10;KLF13;KLF9;MSC;MYCL;NR1D1;NR4A1;UBB;ZBTB16,22,exp-coregnet_pan-tool-coregnet
296c5d18b603,MT1G,ATF3;BCL3;BHLHE40;CEBPD;EGR1;ELF3;FOS;FOSB;FOSL2;JUNB;KDM5D;KLF13;MYC;MYCL;NR1D1;NR4A1;RELB;TRIB2;UBB,19,exp-coregnet_pan-tool-coregnet
8d6a030a6f90,MT1X,ASCC1;ATF6;BCL6;BHLHA15;CEBPD;DUSP22;EGR1;ELF3;ETV5;FOS;FOSL2;FOXO3;HEYL;HIF3A;HMGB2;HMGB3;HSF1;HTATIP2;JUNB;KLF10;KLF13;KLF15;KLF9;MDM2;MYCL;NFIC;RFC2;RORC;STAT3;STAT5A;TEAD4;TOB2;TRIM28;UBB;XBP1;YEATS4;ZBTB16;ZNF189;ZNF524;ZNF85,40,exp-coregnet_pan-tool-coregnet
a5c044a280bf,MT2A,ARID5A;ASCC1;ATF3;BCL3;BCL6;BHLHE40;CEBPD;ELF3;ETS2;FOSB;FOSL2;ID2;IRF1;JUNB;KDM5D;MAFF;MYC;MYCL;RELB;STAT3;TAGLN2;TRIB2;TRIB3;UBB;ZNF710,25,exp-coregnet_pan-tool-coregnet
4d1cec4bb01a,NME2,AKR1A1;APEX1;ARID5A;BCL3;CEBPD;CERS2;CIC;CREB3L1;ELF3;ENO1;ETS2;EZR;FOSL2;GLIS2;HCLS1;HIF1A;HMGB3;HNRNPA1;IRF1;JUNB;MSC;MYCL;NFE2L2;NFKB2;NME1;ODC1;PHLDA2;RAN;RELB;SOX4;SPI1;SREBF2;STAT3;TAGLN2;TEAD2;TEAD4;TRIB2;TRIP10;YWHAZ,39,exp-coregnet_pan-tool-coregnet
5e81eb0b1fd9,NOP53,AKR1A1;ANXA11;APEX1;ARID5A;BCL6;C19orf25;CEBPB;CEBPD;CELF6;DUSP22;ECSIT;EEF1D;ELF3;FOSB;FOSL2;GATAD1;GLIS2;GTF2F1;HEYL;HNRNPA1;HNRNPC;HSF1;IRF3;IRF7;IRF9;JUNB;MAFG;MAX;MBD2;NAP1L1;NFE2L2;NFKB2;NR4A1;NUCB1;RBM42;RELB;RFX1;RPL35;RPL6;RPS10;SCMH1;SND1;SOX4;SRF;STAT3;STAT6;TAGLN2;TEAD4;TRIB2;TRIM28;TRIP10;TRMT1;TSC22D4;UBXN1;YWHAZ;ZBTB4;ZBTB48;ZBTB7A;ZFP62;ZNF189;ZNF205;ZNF217;ZNF444;ZNF524;ZNF581;ZNF691;ZNF768,67,exp-coregnet_pan-tool-coregnet
